book_name,primary_author,secondary_authors,length,grade,comment
"""Scorecasting:The Hidden Influences Behind How Sports Are Played and Games Are Won""","""Tobias J. Moskowitz""","""L. Jon Wertheim""","""?""",65,"""Book explaining some of the psychological reasons and biases that exist in sports. Topics explored include home field advantage, poor coaching decisions, asset mismanagement, testint popular theories to see if they are indeed true, sample size hacking for broadcast statistics, and more."""
