year,season,overall,round,pick,team_abb,player_name,position
2005,S,1,1,1,BAL,Anthony Reyes,SP
2005,S,2,1,2,DET,Yhency Brazoban,SP
2005,S,3,1,3,ANA,Kyle Davies,SP
2005,S,4,1,4,CHC,Huston Street,RP
2005,S,5,1,5,TOR,Brandon McCarthy,SP
2005,S,6,1,6,CLE,Adam Miller,SP
2005,S,7,1,7,TOR,Brian McCann,C
2005,S,8,1,8,TOR,Hayden Penn,SP
2005,S,9,1,9,SEA,Noah Lowry,SP
2005,S,10,1,10,NYM,Justin Upton,OF
2005,S,11,1,11,ATL,Chuck James,SP
2005,S,12,1,12,TOR,Billy Butler,1B
2005,S,13,1,13,TOR,Dustin Pedroia,2B
2005,S,14,1,14,ANA,Philip Hughes,SP
2005,S,15,1,15,MIN,Jorge Cantu,2B
2005,S,16,1,16,ANA,Howie Kendrick,2B
2005,S,17,1,17,OAK,Gustavo Chacin,SP
2005,S,18,1,18,CHC,Rich Hill,SP
2005,S,19,1,19,TEX,Brent Clevlen,OF
2005,S,20,1,20,HOU,Ezequiel Astacio,SP
2005,S,21,1,21,STL,Daric Barton,1B
2005,S,22,1,22,NYY,Chris Nelson,1B
2005,S,23,1,23,ATL,Josh Willingham,OF
2005,S,24,1,24,ATL,Lance Broadway,SP
2005,S,25,1,25,TB,Gio Gonzalez,SP
2005,S,26,1,26,TB,Francisco Liriano,SP
2005,S,27,1,27,KC,Chad Orvella,RP
2005,S,28,1,28,SEA,Daniel Cabrera,SP
2005,S,29,1,29,ANA,Sean Gallagher,SP
2005,S,30,1,30,STL,Jonathan Broxton,RP
2005,S,31,1,31,MIL,Alex Gordon,3B
2005,S,32,1,32,KC,Thomas Diamond,SP
2005,S,33,1,33,SEA,Willy Taveras,OF
2005,S,34,1,34,TEX,Jeff Clement,C
2005,S,35,1,35,HOU,Fernando Nieve,SP
2005,S,36,1,36,ANA,Carlos (Ricky) Nolasco,SP
2005,S,37,1,37,NYY,Curtis Granderson,OF
2005,S,38,1,38,ATL,Hunter Pence,OF
2005,S,39,1,39,FLA,Jairo Garcia,SP
2005,S,40,1,40,FLA,Joel Zumaya,RP
2005,S,41,2,1,OAK,Chris Ray,RP
2005,S,42,2,2,PIT,Jose Castillo,2B
2005,S,43,2,3,ATL,Troy Patton,RP
2005,S,44,2,4,LAD,Craig Hansen,RP
2005,S,45,2,5,DET,Ricky Romero,SP
2005,S,46,2,6,ATL,Justin Orenduff,SP
2005,S,47,2,7,BAL,Ryan Zimmerman,3B
2005,S,48,2,8,TOR,Jon Lester,SP
2005,S,49,2,9,PIT,Cameron Maybin,OF
2005,S,50,2,10,NYM,Anibal Sanchez,SP
2005,S,51,2,11,KC,Brian Bannister,SP
2005,S,52,2,12,TB,Russell Martin,C
2005,S,53,2,13,CIN,Joey Devine,RP
2005,S,54,2,14,NYY,Gaby Hernandez,1B
2005,S,55,2,15,BAL,Sergio Mitre,SP
2005,S,56,2,16,TB,Chien-Ming Wang,SP
2005,S,57,2,17,SD,J.P. Howell,RP
2005,S,58,2,18,SD,Miguel Montero,C
2005,S,59,2,19,TEX,Mike Pelfrey,SP
2005,S,60,2,20,HOU,Dallas Braden,SP
2005,S,61,2,21,ANA,Ruben Gotay,2B
2005,S,62,2,22,NYY,Javier Herrera,OF
2005,S,63,2,23,SEA,Kelly Johnson,2B
2005,S,64,2,24,COL,Jacob Ellsbury,OF
2005,S,65,2,25,SD,Eddy Martinez-Esteve,OF
2005,S,66,2,26,SEA,Luke Hochevar,SP
2005,S,67,2,27,LAD,Kurt Suzuki,C
2005,S,68,2,28,SD,J.B. Cox,SP
2005,S,69,2,29,OAK,Jake Woods,SP
2005,S,70,2,30,STL,Jon Papelbon,RP
2005,S,71,3,1,ANA,Luis A. Gonzalez,2B
2005,S,72,3,2,SEA,Omar Quintanilla,2B
2005,S,73,3,3,MIL,Travis Bowyer,RP
2005,S,74,3,4,SEA,Renyel Pinto,SP
2005,S,75,3,5,MIL,Dana Eveland,SP
2005,S,76,3,6,TOR,Ryan Garko,1B
2005,S,77,3,7,MIL,Zach Jackson,SP
2005,S,78,3,8,SEA,Robinson Tejeda,SP
2005,S,79,3,9,MIL,George Kottaras,C
2005,S,80,3,10,NYM,Anthony Swarzak,SP
2005,S,81,3,11,MIL,Charles Thomas,OF
2005,S,82,3,12,CIN,Ryan Braun,3B
2005,S,83,3,13,CLE,Bobby Livingston,SP
2005,S,84,3,14,MIL,Jake Stevens,SP
2005,S,85,3,15,BAL,Sean Marshall,RP
2005,S,86,3,16,PIT,Glen Perkins,RP
2005,S,87,3,17,KC,Hong-Chih Kuo,RP
2005,S,88,3,18,DET,Ronny Cedeno,SS
2005,S,89,3,19,TEX,Troy Tulowitzki,SS
2005,S,90,3,20,**HOU**,--skipped--,
2005,S,91,3,21,MIL,Tony Sipp,SP
2005,S,92,3,22,MIL,Elijah Dukes,OF
2005,S,93,3,23,CLE,Ty Taubenheim,SP
2005,S,94,3,24,SEA,Marcus Sanders,SS
2005,S,95,3,25,MIL,Jason Vargas,SP
2005,S,96,3,26,MIL,Anthony Lerew,SP
2005,S,97,3,27,BOS,Wandy Rodriguez,SP
2005,S,98,3,28,MIL,Alejandro Machado,2B
2005,S,99,3,29,**HOU**,--skipped--,
2005,S,100,3,30,MIL,Jake Gautreau,2B
2006,S,1,1,1,ATL,Wade Davis,SP
2006,S,2,1,2,CLE,Josh Johnson,SP
2006,S,3,1,3,SEA,Chris Young,OF
2006,S,4,1,4,TOR,Nick Adenhart,SP
2006,S,5,1,5,TOR,Tom Gorzelanny,SP
2006,S,6,1,6,TOR,Matt Kemp,OF
2006,S,7,1,7,DET,Cesar Carrillo,SP
2006,S,8,1,8,HOU,Jarrod Saltamacchia,C
2006,S,9,1,9,CLE,Kendry Morales,1B
2006,S,10,1,10,OAK,Matt Garza,SP
2006,S,11,1,11,MIL,Eric Patterson,2B
2006,S,12,1,12,OAK,Andre Ethier,OF
2006,S,13,1,13,NYY,Edinson Volquez,SP
2006,S,14,1,14,DET,Casey Janssen,RP
2006,S,15,1,15,BAL,Ryan Shealy,1B
2006,S,16,1,16,BOS,Paul Maholm,SP
2006,S,17,1,17,TOR,Matt Murton,OF
2006,S,18,1,18,CLE,Clay Hensley,SP
2006,S,19,1,19,CHW,Andrew Miller,SP
2006,S,20,1,20,CHC,Tim Lincecum,SP
2006,S,21,1,21,ANA,Jair Jurrjens,SP
2006,S,22,1,22,AZ,Yovanni Gallardo,SP
2006,S,23,1,23,MIN,Evan Longoria,3B
2006,S,24,1,24,FLA,Josh Fields,3B
2006,S,25,1,25,SD,Willie Aybar,3B
2006,S,26,1,26,DET,Brandon Erbe,SP
2006,S,27,1,27,SEA,Kevin Slowey,SP
2006,S,28,1,28,LAD,Reid Brignac,2B
2006,S,29,1,29,NYM,Mike Napoli,C
2006,S,30,1,30,CIN,Enrique Gonzalez,SP
2006,S,31,1,31,BOS,Scott Mathieson,SP
2006,S,32,1,32,HOU,Carlos Gonzalez,OF
2006,S,33,1,33,BAL,Sean Rodriguez,2B
2006,S,34,1,34,NYY,Dustin Nippert,SP
2006,S,35,1,35,DET,Taylor Tankersley,RP
2006,S,36,1,36,TOR,Kevin Kouzmanoff,3B
2006,S,37,1,37,FLA,Ronny Paulino,C
2006,S,38,1,38,CLE,Jeremy Accardo,RP
2006,S,39,1,39,SEA,Humberto Sanchez,RP
2006,S,40,1,40,NYM,Chris Denorfia,OF
2006,S,41,1,41,PIT,Melky Cabrera,OF
2006,S,42,2,1,ATL,Jose Tabata,OF
2006,S,43,2,2,SEA,Chris Ianetta,C
2006,S,44,2,3,KC,Brad Lincoln,SP
2006,S,45,2,4,OAK,Kurt Birkins,SP
2006,S,46,2,5,FLA,Jamie Shields,SP
2006,S,47,2,6,OAK,Carlos Marmol,RP
2006,S,48,2,7,COL,Billy Bray,RP
2006,S,49,2,8,HOU,Kevin Melillo,OF
2006,S,50,2,9,BAL,Charlie Haeger,SP
2006,S,51,2,10,BAL,Max Ramirez,C
2006,S,52,2,11,COL,Pat Neshek,RP
2006,S,53,2,12,OAK,Drew Stubbs,OF
2006,S,54,2,13,FLA,Elizardo Ramirez,SP
2006,S,55,2,14,CLE,Neil Walker,C
2006,S,56,2,15,TEX,Jay Bruce,OF
2006,S,57,2,16,OAK,Jose Arredondo,RP
2006,S,58,2,17,AZ,Daniel Haigwood,SP
2006,S,59,2,18,KC,Jose Garcia,SP
2006,S,60,2,19,SD,Micah Owings,SP
2006,S,61,2,20,CHW,Fernando Martinez,OF
2006,S,62,2,21,ANA,Reggie Willits,OF
2006,S,63,2,22,TEX,Colby Rasmus,OF
2006,S,64,2,23,MIN,Mark Pawelek,SP
2006,S,65,2,24,SEA,Joe Koshansky,1B
2006,S,66,2,25,CLE,Michael Bourn,OF
2006,S,67,2,26,BAL,Jake Fox,C
2006,S,68,2,27,BOS,Jonathan Sanchez,SP
2006,S,69,2,28,LAD,Jake McGee,RP
2006,S,70,2,29,NYM,Jason Hammel,SP
2006,S,71,2,30,PIT,Michael O'Connor,SP
2006,S,72,2,31,CIN,Zach Miner,SP
2006,S,73,2,32,CIN,Chuck Lofgren,SP
2006,S,74,3,1,ATL,Eric Hurley,SP
2006,S,75,3,2,AZ,Carlos Carrasco,SP
2006,S,76,3,3,NYY,Ryan Sweeney,OF
2006,S,77,3,4,MIN,Jamie Garcia,SP
2006,S,78,3,5,KC,Kory Casto,1B
2006,S,79,3,6,DET,Chris Carter,1B
2006,S,80,3,7,PIT,Jason Windsor,SP
2006,S,81,3,8,HOU,Donald Veal,SP
2006,S,82,3,9,BAL,Yung Chi Chen,2B
2006,S,83,3,10,CIN,Travis Buck,1B
2006,S,84,3,11,PIT,Scott Thorman,1B
2006,S,85,3,12,LAD,Nolan Reimold,OF
2006,S,86,3,13,TOR,Elvis Andrus,SS
2006,S,87,3,14,MIN,Brandon Morrow,SP
2006,S,88,3,15,CIN,Hank Conger,C
2006,S,89,3,16,WAS,Joey Votto,1B
2006,S,90,3,17,FLA,Travis Wood,SP
2006,S,91,3,18,MIN,Mark Reynolds,3B
2006,S,92,3,19,TOR,Jeff Bianchi,3B
2006,S,93,3,20,CLE,Max Scherzer,SP
2006,S,94,3,21,KC,Sergio Pedroza,OF
2006,S,95,3,22,TEX,Radhames Liz,SP
2006,S,96,3,23,AZ,Sean Smith,SP
2006,S,97,3,24,SD,Edward Mujica,SP
2006,S,98,3,25,AZ,Chris Britton,SP
2006,S,99,3,26,BOS,Juan Salas,RP
2006,S,100,3,27,CHW,Andy Sonnanstine,SP
2006,S,101,3,28,LAD,Mark Alexander,RP
2006,S,102,3,29,NYM,Clayton Kershaw,SP
2006,S,103,3,30,BOS,Logan Kensing,SP
2006,S,104,3,31,FLA,Adam Lind,OF
2007,S,1,1,1,PHI,David Price,SP
2007,S,2,1,2,DET,Will Inman,SP
2007,S,3,1,3,TOR,Clay Buccholz,SP
2007,S,4,1,4,CHW,Carlos Gomez,OF
2007,S,5,1,5,SF,Michael Bowden,SP
2007,S,6,1,6,TOR,Travis Snider,OF
2007,S,7,1,7,WAS,Andrew McCutchen,OF
2007,S,8,1,8,HOU,Franklin Morales,SP
2007,S,9,1,9,ATL,Billy Rowell,3B
2007,S,10,1,10,CIN,Joba Chamberlain,SP
2007,S,11,1,11,OAK,Brent Lillibridge,2B
2007,S,12,1,12,STL,Henry Sosa,SP
2007,S,13,1,13,NYM,Joe Smith,SP
2007,S,14,1,14,AZ,Pedro Alvarez,3B
2007,S,15,1,15,PIT,Asdrubal Cabrera,SS
2007,S,16,1,16,KC,Matt Wieters,C
2007,S,17,1,17,CLE,Matt Antonelli,2B
2007,S,18,1,18,COL,Ian Kennedy,SP
2007,S,19,1,19,SD,Brooks Brown,SP
2007,S,20,1,20,ATL,Greg Reynolds,SP
2007,S,21,1,21,TOR,Chase Headley,3B
2007,S,22,1,22,CIN,Wade LeBlanc,SP
2007,S,23,1,23,ATL,Matt LaPorta,3B
2007,S,24,1,24,NYY,Cla Meredith,SP
2007,S,25,1,25,SEA,Wladimir Balentien,OF
2007,S,26,1,26,MIN,Mike Moustakas,3B
2007,S,27,1,27,FLA,Rick Vanden Hurk,SP
2007,S,28,1,28,CHC,Carlos Villanueva,SP
2007,S,29,1,29,LAD,Jonathan Meloan,RP
2007,S,30,1,30,CLE,Dexter Fowler,OF
2007,S,31,1,31,DET,Justin Germano,SP
2007,S,32,1,32,BAL,Matt Capps,RP
2007,S,33,1,33,HOU,Alicedes Escobar,SS
2007,S,34,1,34,OAK,Matt Dominguez,3B
2007,S,35,1,35,ATL,Josh Vitters,3B
2007,S,36,1,36,PIT,John Jaso,C
2007,S,37,1,37,KC,Matt Harrison,SP
2007,S,38,1,38,ANA,Manny Corpas,RP
2007,S,39,1,39,BOS,Joakim Soria,RP
2007,S,40,1,40,TEX,Rick Porcello,SP
2007,S,41,1,41,CLE,Brandon Hynick,SP
2007,S,42,1,42,NYY,Matt Albers,SP
2007,S,43,1,43,SEA,Christopher Perez,SP
2007,S,44,1,44,FLA,Bryan Anderson,C
2007,S,45,1,45,CHC,Tony Abreu,2B
2007,S,46,2,1,AZ,Eulogio de la Cruz,SP
2007,S,47,2,2,DET,Kevin Fransden,2B
2007,S,48,2,3,AZ,Eduardo Morlan,SP
2007,S,49,2,4,BAL,Yunel Escobar,SS
2007,S,50,2,5,SF,Deolis Guerra,SP
2007,S,51,2,6,BAL,Edwar Ramirez,SP
2007,S,52,2,7,WAS,Garrett Olson,SO
2007,S,53,2,8,TOR,Johnny Cueto,SO
2007,S,54,2,9,COL,Chris Marrero,1B
2007,S,55,2,10,LAD,Aaron Laffey,SP
2007,S,56,2,11,KC,Chris Mason,SP
2007,S,57,2,12,STL,Dallas Trahern,SP
2007,S,58,2,13,**NYM**,--skipped--,
2007,S,59,2,14,AZ,Jeff Manship,SP
2007,S,60,2,15,PIT,Jed Lowrie,SS
2007,S,61,2,16,NYY,Angel Salome,C
2007,S,62,2,17,SF,Desmond Jennings,OF
2007,S,63,2,18,ANA,Eric O'Flaherty,SP
2007,S,64,2,19,SD,Manny Ayala,SP
2007,S,65,2,20,ATL,Adrien Cardenas,2B
2007,S,66,2,21,ATL,Sean West,SP
2007,S,67,2,22,TB,Lars Anderson,1B
2007,S,68,2,23,ANA,Jo-Jo Reyes,SP
2007,S,69,2,24,CLE,Josh Outman,SP
2007,S,70,2,25,SEA,Matt Chico,SP
2007,S,71,2,26,SEA,JR Towles,C
2007,S,72,2,27,NYY,Casey Weathers,SP
2007,S,73,2,28,ATL,Kala Ka'aihue,1B
2007,S,74,2,29,WAS,Jesse Litsch,SP
2007,S,75,2,30,PIT,Taylor Teagarden,C
2007,S,76,2,31,ANA,Jack Egbert,SP
2007,S,77,3,1,STL,Dellin Betances,SP
2007,S,78,3,2,DET,Alan Horne,SP
2007,S,79,3,3,MIN,Chin-Lung Hu,SS
2007,S,80,3,4,AZ,Justin Masterson,SP
2007,S,81,3,5,CLE,Kevin Pucetas,SP
2007,S,82,3,6,BAL,Geovany Soto,C
2007,S,83,3,7,SF,Kasey Kiker,SP
2007,S,84,3,8,HOU,Brett Anderson,SP
2007,S,85,3,9,COL,Tommy Hanson,SP
2007,S,86,3,10,OAK,Omar Poveda,SP
2007,S,87,3,11,CLE,Chris Davis,1B
2007,S,88,3,12,CLE,Alexi Casilla,SS
2007,S,89,3,13,NYM,Oswaldo Sosa,SP
2007,S,90,3,14,COL,Kyle Blanks,1B
2007,S,91,3,15,FLA,Kason Gabbard,SP
2007,S,92,3,16,MIL,Rafael Perez,RP
2007,S,93,3,17,TEX,Daniel Moskos,SP
2007,S,94,3,18,MIL,Curtis Thigpen,C
2007,S,95,3,19,SD,Steven Pearce,1B
2007,S,96,3,20,MIN,Ross Detwiler,SP
2007,S,97,3,21,MIL,Jensen Lewis,SP
2007,S,98,3,22,LAD,Delwyn Young,2B
2007,S,99,3,23,MIL,Brian Barton,OF
2007,S,100,3,24,SEA,Danny Richar,2B
2007,S,101,3,25,BOS,Chad Huffman,OF
2007,S,102,3,26,NYY,Tyler Clippard,RP
2007,S,103,3,27,MIL,Kyle Kendrick,SP
2007,S,104,3,28,COL,Justin Smoak,1B
2007,S,105,3,29,LAD,German Duran,3B
2007,S,106,3,30,TEX,Jarrod Parker,SP
2008,S,1,1,1,OAK,Trevor Cahill,SP
2008,S,2,1,2,TEX,Chris Volstad,SP
2008,S,3,1,3,AZ,Todd Frazier,3B
2008,S,4,1,4,CLE,Greg Smith,SP
2008,S,5,1,5,STL,Buster Posey,C
2008,S,6,1,6,KC,Brian Matusz,SP
2008,S,7,1,7,LAD,Blake DeWitt,3B
2008,S,8,1,8,LAD,Jeremy Hellickson,SP
2008,S,9,1,9,PIT,Tim Beckham,SS
2008,S,10,1,10,FLA,John Lannan,SP
2008,S,11,1,11,WAS,Mat Gamel,3B
2008,S,12,1,12,CLE,Jake Arrieta,SP
2008,S,13,1,13,MIN,Gordon Beckham,SS
2008,S,14,1,14,MIN,Yonder Alonso,1B
2008,S,15,1,15,TEX,Jason Heyward,OF
2008,S,16,1,16,BAL,Aaron Crow,SP
2008,S,17,1,17,LAD,James McDonald,SP
2008,S,18,1,18,SF,Chris Tillman,SP
2008,S,19,1,19,SD,Aaron Poreda,SP
2008,S,20,1,20,LAA,Brett Cecil,SP
2008,S,21,1,21,CLE,Ryan Tucker,SP
2008,S,22,1,22,COL,Tyler Robertson,SP
2008,S,23,1,23,FLA,Daryl Thompson,SP
2008,S,24,1,24,BAL,Stephen Strasburg,SP
2008,S,25,1,25,CIN,Madison Bumgarner,SP
2008,S,26,1,26,AZ,Jordan Schafer,OF
2008,S,27,1,27,SF,Wes Hodges,1B 
2008,S,28,1,28,NYM,Brett Wallace,3B
2008,S,29,1,29,ATL,Phillippe Aumont,SP
2008,S,30,1,30,TOR,Jordan Walden,SP
2008,S,31,1,31,KC,Jhoulys Chacin,SP
2008,S,32,1,32,PHI,Tim Alderson,SP
2008,S,33,1,33,NYY,Luke Hughes,1B
2008,S,34,1,34,SF,J.P. Arencibia,C
2008,S,35,1,35,PIT,David Huff,SP
2008,S,36,1,36,BAL,Angel Villalona,1B
2008,S,37,1,37,WAS,Jesus Flores,C
2008,S,38,1,38,TB,Carlos Triunfel,SS
2008,S,39,1,39,HOU,Armando Gallaraga,SP
2008,S,40,1,40,LAD,Vince Mazzaro,SP
2008,S,41,1,41,NYM,Dan Cortes,SP
2008,S,42,1,42,ATL,Brandon Jones,OF
2008,S,43,1,43,TOR,Michael Saunders,OF
2008,S,44,2,1,PHI,Neftali Feliz,SP
2008,S,45,2,2,PHI,Nate Schierholtz,OF
2008,S,46,2,3,SEA,Austin Jackson,OF
2008,S,47,2,4,KC,Eric Hosmer,1B
2008,S,48,2,5,PIT,Jesus Guzman,1B
2008,S,49,2,6,NYY,Collin Balester,SP
2008,S,50,2,7,SF,James Simmons,SP
2008,S,51,2,8,HOU,Jordan Zimmermann,SP
2008,S,52,2,9,AZ,Kyle Gibson,SP
2008,S,53,2,10,TEX,Jess Todd,SP
2008,S,54,2,11,TEX,Kyle Skipworth,C
2008,S,55,2,12,STL,Greg Halman,OF
2008,S,56,2,13,CHC,Chris Coghlan,2B
2008,S,57,2,14,CHC,Michael Brantley,OF
2008,S,58,2,15,CHC,Jonathan Lucroy,C
2008,S,59,2,16,CLE,Xavier Paul,OF
2008,S,60,2,17,DET,Ryan Reid,SP
2008,S,61,2,18,OAK,Aaron Cunningham,OF
2008,S,62,2,19,PIT,John Jay,OF
2008,S,63,2,20,LAA,Lou Marson,C
2008,S,64,2,21,LAD,Travis Denker,2B
2008,S,65,2,22,COL,Ben Revere,OF
2008,S,66,2,23,SEA,Jeremy Jeffress,SP
2008,S,67,2,24,HOU,Aaron Hicks,OF
2008,S,68,2,25,STL,Pablo Sandoval,3B
2008,S,69,2,26,MIN,Joshua Fields,RP
2008,S,70,2,27,PHI,Neftali Soto,3B
2008,S,71,2,28,NYM,Eric Campbell,3B
2008,S,72,2,29,KC,Steve Garrison,SP
2008,S,73,2,30,TOR,Ivan DeJesus,2B
2008,S,74,2,31,BAL,Brett Gardner,OF
2008,S,75,2,32,TOR,Gorkys Hernandez,OF
2008,S,76,3,1,CLE,Ike Davis,1B
2008,S,77,3,2,MIN,Jason Castro,C
2008,S,78,3,3,AZ,Jason Donald,2B
2008,S,79,3,4,CHW,Ryan Kalish,OF
2008,S,80,3,5,SF,Gerardo Parra,OF
2008,S,81,3,6,NYY,David Cooper,1B
2008,S,82,3,7,NYY,David Hernandez,RP
2008,S,83,3,8,CIN,Logan Morrison,1B
2008,S,84,3,9,SF,Jon Niese,SP
2008,S,85,3,10,FLA,Alex Hinshaw,RP
2008,S,86,3,11,MIN,Kyle McClellan,SP
2008,S,87,3,12,FLA,Josh Reddick,OF
2008,S,88,3,13,CHC,John Mayberry Jr.,OF
2008,S,89,3,14,CHC,Michael Burgess,OF
2008,S,90,3,15,WAS,Carlos Rosa,SP
2008,S,91,3,16,SF,Mike Costanzo,1B
2008,S,92,3,17,DET,J.A. Happ,SP
2008,S,93,3,18,OAK,Reese Havens,SS
2008,S,94,3,19,CHC,Clayton Richard,SP
2008,S,95,3,20,LAA,Justin Maxwell,OF
2008,S,96,3,21,TB,Matt Joyce,OF
2008,S,97,3,22,COL,Mat Latos,SP
2008,S,98,3,23,TB,Boone Logan,RP
2008,S,99,3,24,MIL,Cole Gillespie,OF
2008,S,100,3,25,OAK,Jemile Weeks,2B
2008,S,101,3,26,BOS,John Bowker,OF
2008,S,102,3,27,MIL,Gaby Sanchez,1B
2008,S,103,3,28,NYM,Nick Pereira,SP
2008,S,104,3,29,AZ,Tyler Flowers,C
2008,S,105,3,30,TOR,Sean Doolittle,RP
2009,S,1,1,1,SEA,Carlos Santana,C
2009,S,2,1,2,SEA,Michael Stanton,OF
2009,S,3,1,3,PIT,Derek Holland,SP
2009,S,4,1,4,TB,Domonic Brown,OF
2009,S,5,1,5,WAS,Denard Span,OF
2009,S,6,1,6,AZ,Michael Taylor,OF
2009,S,7,1,7,NYY,Alex White,SP
2009,S,8,1,8,MIN,Kyle Drabek,SP
2009,S,9,1,9,TOR,Jenrry Mejia,SP
2009,S,10,1,10,STL,Jesus Montero,C
2009,S,11,1,11,HOU,Kila Ka'aihue,1B
2009,S,12,1,12,DET,Antonio Bastardo,SP
2009,S,13,1,13,KC,Dustin Ackley,OF
2009,S,14,1,14,AZ,Logan Forsythe,3B
2009,S,15,1,15,TOR,Jeanmar Gomez,SP
2009,S,16,1,16,AZ,Chris Carter,1B
2009,S,17,1,17,CHC,Trevor Reckling,SP
2009,S,18,1,18,TB,Martin Perez,SP
2009,S,19,1,19,OAK,Grant Green,SS
2009,S,20,1,20,ATL,Tyler Matzek,SP
2009,S,21,1,21,SEA,Andrew Bailey,RP
2009,S,22,1,22,COL,Wilmer Flores,SS
2009,S,23,1,23,**HOU**,--skipped--,
2009,S,24,1,24,ATL,Andrew Lambo,OF
2009,S,25,1,25,**SD**,--skipped--,
2009,S,26,1,26,CIN,Derek Norris,C
2009,S,27,1,27,SF,Daniel Bard,RP
2009,S,28,1,28,NYM,James Darnell,3B
2009,S,29,1,29,MIL,Chris Cody,SP
2009,S,30,1,30,LAD,Evan Anundsen,SP
2009,S,31,1,31,TOR,Casey Kelly,SP
2009,S,32,1,32,OAK,Matthew Moore,SP
2009,S,33,1,33,MIL,Dee Gordon,SS
2009,S,34,1,34,CLE,Lonnie Chisenhall,3B
2009,S,35,1,35,AZ,Jaff Decker,OF
2009,S,36,1,36,LAA,Ethan Martin,SP
2009,S,37,1,37,SD,Donovan Tate,OF
2009,S,38,1,38,CIN,Brandon Crawford,SS
2009,S,39,1,39,MIL,Brett Lawrie,C
2009,S,40,1,40,LAD,Josh Bell,3B
2009,S,41,2,1,PHI,Julio Borbon,OF
2009,S,42,2,2,PHI,Jacob Turner,SP
2009,S,43,2,3,PIT,Jeff Samardzija,SP
2009,S,44,2,4,SF,Jordan Danks,OF
2009,S,45,2,5,TOR,Josh Thole,C
2009,S,46,2,6,BOS,Christian Friedrich,SP
2009,S,47,2,7,NYY,Michael Montgomery,SP
2009,S,48,2,8,CLE,Jordan Lyles,SP
2009,S,49,2,9,TB,Nick Weglarz,OF
2009,S,50,2,10,STL,Dan Duffy,SP
2009,S,51,2,11,CLE,Andrew Cashner,SP
2009,S,52,2,12,LAD,Trevor Bell,SP
2009,S,53,2,13,**LAD**,--skipped--,
2009,S,54,2,14,CHC,Freddie Freeman,1B
2009,S,55,2,15,TOR,Lance Zawadzki,SS
2009,S,56,2,16,TEX,Bobby Bourchering,3B
2009,S,57,2,17,CLE,Peter Bourjos,OF
2009,S,58,2,18,MIL,Hector Rondon,SP
2009,S,59,2,19,TEX,Daniel Schlereth,RP
2009,S,60,2,20,SD,Jorge Sanchez,C
2009,S,61,2,21,TOR,Daniel Hudson,SP
2009,S,62,2,22,COL,Wilson Ramos,C
2009,S,63,2,23,PIT,Mark Rzepcynski,SP
2009,S,64,2,24,SF,Kris Medlen,SP
2009,S,65,2,25,SD,Matt Hobgood,SP
2009,S,66,2,26,KC,Jiovanni Mier,SS
2009,S,67,2,27,SF,Brandon Allen,1B
2009,S,68,2,28,NYM,Zach Wheeler,SP
2009,S,69,2,29,BAL,Brad Bergesen,SP
2009,S,70,2,30,DET,Zach McAllister,SP
2009,S,71,2,31,WAS,Brad Holt,SP
2009,S,72,2,32,AZ,Everth Cabrera,SS
2009,S,73,3,1,TB,Jason Knapp,SP
2009,S,74,3,2,MIL,Josh Lindblom,SP
2009,S,75,3,3,CHC,Mike Leake,SP
2009,S,76,3,4,BAL,Nick Barnese,SP
2009,S,77,3,5,TOR,Chris Heisey,OF
2009,S,78,3,6,**CLE**,--skipped--,
2009,S,79,3,7,NYY,Wil Myers,C
2009,S,80,3,8,OAK,Casey Crosby,SP
2009,S,81,3,9,WAS,Jay Jackson,SP
2009,S,82,3,10,STL,Alex Liddi,3B
2009,S,83,3,11,CHC,Zach Cozart,SS
2009,S,84,3,12,DET,Zach Britton,SP
2009,S,85,3,13,PIT,Tommy Everidge,3B
2009,S,86,3,14,OAK,Jared Mitchell,OF
2009,S,87,3,15,CHW,Thomas Neal,OF
2009,S,88,3,16,AZ,Tanner Scheppers,SP
2009,S,89,3,17,WAS,Corey Brown,OF
2009,S,90,3,18,LAD,Danny Valencia,3B
2009,S,91,3,19,SF,Ryan Strieby,1B
2009,S,92,3,20,**CIN**,--skipped--,
2009,S,93,3,21,FLA,Eric Young Jr.,2B
2009,S,94,3,22,**CLE**,--skipped--,
2009,S,95,3,23,ATL,Mark Hallberg,2B
2009,S,96,3,24,TB,Alex Avila,C
2009,S,97,3,25,**ATL**,--skipped--,
2009,S,98,3,26,**CIN**,--skipped--,
2009,S,99,3,27,LAA,Scott Sizemore,2B
2009,S,100,3,28,NYM,Mike Minor,SP
2009,S,101,3,29,LAD,Chase d'Arnaud,SS
2009,S,102,3,30,SEA,Nick Hagadone,SP
2009,S,103,3,31,HOU,Drew Storen,RP
2009,S,104,3,32,SD,Matt Purke,SP
2009,S,105,3,33,KC,Kent Matthes,OF
2009,S,106,3,34,CLE,A.J. Pollock,OF
2009,S,107,3,35,CIN,Chad James,SP
2009,S,108,3,36,CLE,Shelby Miller,SP
2009,S,109,3,37,ATL,Chad Jenkins,SP
2009,S,110,3,38,CIN,Randell Grichuk,OF
2009,W,1,1,1,DET,Bud Norris,SP
2009,W,2,1,2,PHI,Tommy Hunter,OF
2009,W,3,1,3,NYY,Brady Shoemaker,C
2009,W,4,1,4,PIT,Koby Clemens,OF
2009,W,5,1,5,STL,Brett Jackson,SS
