year,season,overall,round,pick,team_abb,player_name,position
2013,S,85,3,25,TEX,Mitch Haniger,OF
2013,S,86,3,26,BAL,Kevin Plawecki,C
2013,S,87,3,27,SEA,Ross Stripling,SP
2013,S,88,3,28,ATL,Blake Snell,SP
2013,S,89,3,29,NYM,A.J. Jimenez,C
2013,S,90,3,30,NYM,Rio Ruiz,3B
2013,S,91,4,1,BOS,Jimmy Nelson,SP
2013,S,92,4,2,STL,Nomar Mazara,OF
2013,S,93,4,3,LAA,Josh Hader,SP
2013,S,94,4,4,NYY,Dan Winkler,SP
2013,S,95,4,5,LAA,Jake Thompson,SP
2013,S,96,4,6,TB,Jeff Hoffman,SP
2013,S,97,4,7,SF,D.J. Davis,OF
2013,S,98,4,8,DET,Christian Arroyo,SS
2013,S,99,4,9,SD,J.R. Murphy,C
2013,S,100,4,10,KC,Zach Borenstein,OF
2013,S,101,4,11,SEA,Cody Allen,RP
2013,S,102,4,12,SEA,Jace Peterson,SS
2013,S,103,4,13,**PIT**,--skipped--,
2013,S,104,4,14,TEX,Brian Dozier,SS
2013,S,105,4,15,LAD,Ty Blach,SP
2013,S,106,4,16,TOR,Ian Clarkin,SP
2013,S,107,4,17,NYM,Hunter Green,SP
2013,S,108,4,18,CHW,Ronald Guzman,1B
2013,S,109,4,19,DET,Jason Hursh,SP
2013,S,110,4,20,MIA,Josmil Pinto,C
2013,S,111,4,21,SEA,Brandon Maurer,SP
2013,S,112,4,22,ATL,Cody Asche,3B
2013,S,113,4,23,PIT,Raul Alcantara,SP
2013,S,114,4,24,BOS,Kennys Vargas,1B
2013,S,115,4,25,BOS,Steven Matz,SP
2013,S,116,4,26,TB,Corey Kluber,SP
2013,S,117,4,27,OAK,Edwin Diaz,SP
2013,S,118,4,28,COL,Brian Flynn,SP
2013,S,119,4,29,TOR,Jin-De Jhang,C
2013,S,120,4,30,TOR,Kyle Smith,SP
2013,W,1,1,1,LAA,Julio Urias,SP
2013,W,2,1,2,CLE,Brett Oberholtzer,SP
2013,W,3,1,3,ATL,Asher Wojciechowski,SP
2013,W,4,1,4,BOS,Burch Smith,SP
2013,W,5,1,5,STL,Marcus Semien,2B
2013,W,6,1,6,MIA,Rafael De Paula,SP
2013,W,7,1,7,SD,Harold Ramirez,OF
2013,W,8,1,8,MIN,Seth Mejias-Brean,3B
2013,W,9,1,9,MIL,Ryan McMahon,3B
2013,W,10,1,10,SEA,Vincent Velasquez,SP
2013,W,11,1,11,PIT,Nate Karns,SP
2013,W,12,1,12,PHI,Gosuke Katoh,2B
2013,W,13,1,13,LAD,Jeimer Candelario,3B
2013,W,14,1,14,TOR,Raimel Tapia,OF
2013,W,15,1,15,NYY,Shea Simmons,RP
2013,W,16,1,16,DET,Adalberto Mejia,SP
2013,W,17,1,17,CHC,Bradley Zimmer,OF
2013,W,18,1,18,SF,Mitch Nay,3B
2013,W,19,1,19,KC,Travis Jankowski,OF
2013,W,20,1,20,TEX,Tim Cooney,SP
2013,W,21,1,21,AZ,Christian Vazquez,C
2013,W,22,1,22,TB,Max Pentecost,C
2013,W,23,1,23,CIN,Francisco Mejia,C
2013,W,24,1,24,OAK,Amed Rosario,SS
2013,W,25,1,25,CHW,Alberto Tirado,SP
2013,W,26,1,26,NYM,Alex Reyes,SP
2013,W,27,1,27,HOU,Tom Windle,SP
2013,W,28,1,28,COL,Mac Williamson,OF
2013,W,29,1,29,BAL,Skye Bolt,OF
2013,W,30,1,30,WAS,Devon Travis,2B
2014,S,1,1,1,LAA,Brady Aiken,SP
2014,S,2,1,2,TB,Tyler Kolek,SP
2014,S,3,1,3,LAA,Alex Jackson,C
2014,S,4,1,4,BOS,Roenis Elias,SP
2014,S,5,1,5,TEX,Nick Gordon,SS
2014,S,6,1,6,MIA,Ben Lively,SP
2014,S,7,1,7,SD,Kyle Freeland,SP
2014,S,8,1,8,MIN,Michael Conforto,OF
2014,S,9,1,9,OAK,Touki Toussaint,SP
2014,S,10,1,10,SEA,Chad Pinder,2B
2014,S,11,1,11,PIT,Nolan Fontana,SS
2014,S,12,1,12,TB,Grant Holmes,SP
2014,S,13,1,13,LAD,Jake Lamb,3B
2014,S,14,1,14,TOR,Michael Chavis,SS
2014,S,15,1,15,TB,Michael Matuella,SP
2014,S,16,1,16,DET,Braxton Davidson,1B
2014,S,17,1,17,CHC,Brandon Finnegan,SP
2014,S,18,1,18,LAD,Casey Gillespie,1B
2014,S,19,1,19,**HOU**,--skipped--,
2014,S,20,1,20,STL,Jacob Gatewood,SS
2014,S,21,1,21,AZ,Nathan Kirby,SP
2014,S,22,1,22,HOU,Spencer Adams,SP
2014,S,23,1,23,CHC,Carson Fulmer,SP
2014,S,24,1,24,OAK,Luis Ortiz,SP
2014,S,25,1,25,COL,Teoscar Hernandez,OF
2014,S,26,1,26,NYM,Foster Griffin,SP
2014,S,27,1,27,HOU,A.J. Reed,1B
2014,S,28,1,28,NYY,Erick Feede,SP
2014,S,29,1,29,ATL,Derek Hill,OF
2014,S,30,1,30,WAS,Robert Refsnyder,2B
2014,S,31,2,1,TOR,Christian Binford,SP
2014,S,32,2,2,ATL,Sean Reid-Foley,SP
2014,S,33,2,3,ATL,Luiz Gohara,SP
2014,S,34,2,4,BOS,Steven Souza Jr.,OF
2014,S,35,2,5,PIT,Francellis Montas,SP
2014,S,36,2,6,MIA,Dalton Pompey,OF
2014,S,37,2,7,SD,Luis Severino,SP
2014,S,38,2,8,SD,Franklin Barreto,SS
2014,S,39,2,9,SF,Brandon Drury,3B
2014,S,40,2,10,TOR,Miguel Castro,SP
2014,S,41,2,11,PIT,Dariel Alvarez,OF
2014,S,42,2,12,PHI,James McCann,C
2014,S,43,2,13,SF,Matt Olson,1B
2014,S,44,2,14,TOR,Forrest Wall,2B
2014,S,45,2,15,NYY,Monte Harrison,OF
2014,S,46,2,16,DET,Manuel Margot,OF
2014,S,47,2,17,CIN,Michael Kopech,SP
2014,S,48,2,18,SF,Gabriel Guerrero,OF
2014,S,49,2,19,KC,Ian Happ,2B
2014,S,50,2,20,TEX,Michael Lorenzen,SP
2014,S,51,2,21,AZ,Lewis Thorpe,SP
2014,S,52,2,22,PHI,Brett Graves,SP
2014,S,53,2,23,NYM,Danny Santana,SS
2014,S,54,2,24,OAK,Michael Taylor,OF
2014,S,55,2,25,PHI,Ti'quan Forbes,SS
2014,S,56,2,26,HOU,Luis Sabino,SS
2014,S,57,2,27,PIT,Ryan Rua,3B
2014,S,58,2,28,OAK,Kyle Funkhouser,SP
2014,S,59,2,29,BAL,Riley Ferrell,SP
2014,S,60,2,30,MIN,D.J. Stewart,OF
2014,S,61,3,1,TB,Keegan Thompson,SP
2014,S,62,3,2,DET,Walker Buehler,SP
2014,S,63,3,3,BAL,Kodi Medeiros,SP
2014,S,64,3,4,BOS,Aaron Blair,SP
2014,S,65,3,5,NYM,Sergio Alcantara,SS
2014,S,66,3,6,**MIA**,--skipped--,
2014,S,67,3,7,SD,Oscar Hernandez,C
2014,S,68,3,8,KC,James Ramsey,OF
2014,S,69,3,9,NYY,Jose Ramirez,2B
2014,S,70,3,10,SEA,Kevin Kiermaier,OF
2014,S,71,3,11,PIT,Alec Asher,SP
2014,S,72,3,12,PHI,Blake Taylor,SP
2014,S,73,3,13,LAD,Seth Streich,SP
2014,S,74,3,14,TOR,Stephen Gonsalves,SP
2014,S,75,3,15,NYY,Matt Chapman,3B
2014,S,76,3,16,MIL,Greg Bird,1B
2014,S,77,3,17,CIN,Tony Kemp,2B
2014,S,78,3,18,LAD,Kean Wong,2B
2014,S,79,3,19,ATL,Dilson Herrera,2B
2014,S,80,3,20,STL,Ken Giles,RP
2014,S,81,3,21,CLE,Michael Gettys,OF
2014,S,82,3,22,NYY,Christian Walker,1B
2014,S,83,3,23,TB,Michael Feliz,SP
2014,S,84,3,24,COL,Parker Bridwell,SP
2014,S,85,3,25,CHW,Justus Sheffield,SP
2014,S,86,3,26,NYM,Matt Imhof,SP
2014,S,87,3,27,HOU,Dylan Cease,SP
2014,S,88,3,28,HOU,Gregory Deichmann,SS
2014,S,89,3,29,BAL,James Kaprielian,SP
2014,S,90,3,30,WAS,Jake DeGrom,SP
2014,S,91,4,1,LAA,Taylor Hill,SP
2014,S,92,4,2,ATL,Charlie Tilson,OF
2014,S,93,4,3,LAD,Jose Rondon,SS
2014,S,94,4,4,BOS,Kevin Siegrist,RP
2014,S,95,4,5,TEX,Stolmy Pimentel,SP
2014,S,96,4,6,MIA,Jake Bauers,1B
2014,S,97,4,7,SD,Drew Ward,3B
2014,S,98,4,8,TOR,Chance Sisco,C
2014,S,99,4,9,LAA,Grayson Greiner,C
2014,S,100,4,10,NYY,Adam Brett Walker II,1B
2014,S,101,4,11,PIT,Scott Schebler,OF
2014,S,102,4,12,AZ,Juan Lagares,OF
2014,S,103,4,13,LAD,Austin Voth,SP
2014,S,104,4,14,CHW,Riley Unroe,SS
2014,S,105,4,15,NYY,Tyler Marlette,C
2014,S,106,4,16,MIL,Kyle Hendricks,SP
2014,S,107,4,17,CHC,Rowan Wick,OF
2014,S,108,4,18,NYY,Tyler Pike,SP
2014,S,109,4,19,KC,Buck Farmer,SP
2014,S,110,4,20,HOU,Dillon Overton,SP
2014,S,111,4,21,TOR,Richard Urena,SS
2014,S,112,4,22,TB,Marcus Wilson,OF
2014,S,113,4,23,MIL,Yohander Mendez,SP
2014,S,114,4,24,MIL,Alex Blandino,SS
2014,S,115,4,25,SF,Jose Urena,SP
2014,S,116,4,26,NYM,Tyler Danish,SP
2014,S,117,4,27,NYM,Trey Michalczewski,3B
2014,S,118,4,28,OAK,Kyle Cody,SP
2014,S,119,4,29,CHW,Nick Howard,SP
2014,S,120,4,30,NYY,Abiatal Avelino,SS
2014,W,1,1,1,LAA,Rafael Devers,3B
2014,W,2,1,2,LAD,Giovanny Urshela,3B
2014,W,3,1,3,HOU,Dansby Swason,SS
2014,W,4,1,4,ATL,Mallex Smith,OF
2014,W,5,1,5,MIN,Jhoan Urena,3B
2014,W,6,1,6,PHI,Kyle Kubitza,3B
2014,W,7,1,7,STL,Yimi Garcia,RP
2014,W,8,1,8,SF,Orlando Arcia,SS
2014,W,9,1,9,MIL,Samuel Tuivailala,RP
2014,W,10,1,10,TEX,Aristides Aquino,OF
2014,W,11,1,11,CHW,Willy Adames,SS
2014,W,12,1,12,DET,Reynaldo Lopez,SP
2014,W,13,1,13,WAS,Marcus Molina,SP
2014,W,14,1,14,BOS,Wilmer Difo,SS
2014,W,15,1,15,NYY,Enrique Hernandez,2B
2014,W,16,1,16,MIA,Brett Phillips,OF
2014,W,17,1,17,KC,Ryan Boldt,OF
2014,W,18,1,18,PIT,Peter O'Brien,C
2014,W,19,1,19,CIN,Ozahaino Albies,SS
2014,W,20,1,20,TB,Gleyber Torres,SS
2014,W,21,1,21,TOR,Duane Underwood,SP
2014,W,22,1,22,SD,Jack Flaherty,SP
2014,W,23,1,23,CLE,Gio Brusa,OF
2014,W,24,1,24,CHC,Ketel Mare,SS
2014,W,25,1,25,AZ,Cole Tucker,SS
2014,W,26,1,26,SEA,Patrick Kivlehan,3B
2014,W,27,1,27,COL,Keury Mella,SP
2014,W,28,1,28,BAL,Jorge Mateo,SS
2014,W,29,1,29,NYM,Carson Sands,SP
2014,W,30,1,30,OAK,Bobby Bradley,1B
2015,S,1,1,1,TB,Brendan Rodgers,SS
2015,S,2,1,2,LAD,Brent Honeywell,SP
2015,S,3,1,3,CLE,Daz Cameron,OF
2015,S,4,1,4,TB,Jose De Leon,SP
2015,S,5,1,5,MIN,Dillon Tate,SP
2015,S,6,1,6,PHI,Jon Harris,SP
2015,S,7,1,7,LAA,Kyle Tucker,OF
2015,S,8,1,8,SF,Kolby Allard,SP
2015,S,9,1,9,TB,Alec Hansen,SP
2015,S,10,1,10,TEX,Austin Barnes,C
2015,S,11,1,11,TB,A.J. Puk,SP
2015,S,12,1,12,DET,Jomar Reyes,3B
2015,S,13,1,13,WAS,Andrew Benintendi,OF
2015,S,14,1,14,BOS,Garrett Whitley,OF
2015,S,15,1,15,NYY,Ashe Russell,SP
2015,S,16,1,16,MIA,Anthony DeSclafani,SP
2015,S,17,1,17,KC,Robert Tyler,SP
2015,S,18,1,18,TOR,Mike Nikorak,SP
2015,S,19,1,19,COL,Cornelius Randolph,3B
2015,S,20,1,20,TEX,Amir Garrett,SP
2015,S,21,1,21,TOR,J.J. Schwarz,C
2015,S,22,1,22,SD,Javier Guerra,SS
2015,S,23,1,23,**CLE**,--skipped--,
2015,S,24,1,24,CHC,Tyler Jay,SP
2015,S,25,1,25,AZ,Magneuris Sierra,OF
2015,S,26,1,26,TOR,Ruddy Giron,SS
2015,S,27,1,27,HOU,Tyler Stephenson,C
2015,S,28,1,28,TB,Kevin Newman,SS
2015,S,29,1,29,TOR,Ryan Cordell,OF
2015,S,30,1,30,OAK,Connor Jones,SP
2015,S,31,2,1,STL,Scott Blewett,SP
2015,S,32,2,2,TOR,Matt Boyd,SP
2015,S,33,2,3,CHW,Raisel Iglesias,SP
2015,S,34,2,4,ATL,Jalen Miller,SS
2015,S,35,2,5,PHI,Scott Kingery,2B
2015,S,36,2,6,TEX,Alex Verdugo,OF
2015,S,37,2,7,COL,Anthony Alford,OF
2015,S,38,2,8,SF,Trenton Clark,OF
2015,S,39,2,9,TB,Nick Banks,OF
2015,S,40,2,10,HOU,Josh Naylor,1B
2015,S,41,2,11,TOR,Carson Smith,RP
2015,S,42,2,12,AZ,Josh Morgan,SS
2015,S,43,2,13,WAS,Kendall Graveman,SP
2015,S,44,2,14,BOS,Jacob Nottingham,C
2015,S,45,2,15,PIT,Matt Duffy,3B
2015,S,46,2,16,MIA,Billy Burns,OF
2015,S,47,2,17,KC,Chris Okey,C
2015,S,48,2,18,PIT,Jacob Lindgren,RP
2015,S,49,2,19,CIN,Beau Burrows,SP
2015,S,50,2,20,STL,Casey Meisner,SP
2015,S,51,2,21,NYM,Dustin Peterson,OF
2015,S,52,2,22,CHC,Zack Collins,C
2015,S,53,2,23,DET,Jairo Labourt,SP
2015,S,54,2,24,CHC,Alex Lange,SP
2015,S,55,2,25,AZ,Eloy Jimenez,OF
2015,S,56,2,26,SEA,Willy Garcia,OF
2015,S,57,2,27,COL,Carlos Tocci,OF
2015,S,58,2,28,LAD,Ariel Jurado,SP
2015,S,59,2,29,NYM,Jackson Reetz,C
2015,S,60,2,30,OAK,Nick Plummer,OF
2015,S,61,3,1,STL,Sam Travis,1B
2015,S,62,3,2,LAD,Willson Contreras,C
2015,S,63,3,3,TEX,Michael Reed,OF
2015,S,64,3,4,PIT,Mark Zagunis,OF
2015,S,65,3,5,MIN,Bobby Dalbec,3B
2015,S,66,3,6,TEX,Miguel Andujar,3B
2015,S,67,3,7,NYM,Yeyson Yrizarri,SS
2015,S,68,3,8,SF,Antonio Senzatela,SP
2015,S,69,3,9,DET,Chih-Wei Hu,SP
2015,S,70,3,10,DET,Brian Anderson,3B
2015,S,71,3,11,STL,Zach Davies,SP
2015,S,72,3,12,DET,Chris Betts,C
2015,S,73,3,13,WAS,Christopher Ellis,SP
2015,S,74,3,14,BOS,Cody Bellinger,1B
2015,S,75,3,15,NYY,Justin Hooper,SP
2015,S,76,3,16,MIA,Kyle Waldrop,OF
2015,S,77,3,17,LAD,Alfredo Escalera-Maldonado,OF
2015,S,78,3,18,PIT,Adam Plutko,SP
2015,S,79,3,19,CIN,Jordan Sheffield,SP
2015,S,80,3,20,TB,Corey Ray,OF
2015,S,81,3,21,NYM,Micker Adolfo,OF
2015,S,82,3,22,SD,Wuilmer Becerra,OF
2015,S,83,3,23,MIL,Donnie Dewees,OF
2015,S,84,3,24,CHC,Cal Quantrill,SP
2015,S,85,3,25,PIT,Jacob Faria,SP
2015,S,86,3,26,SEA,Colin Rea,SP
2015,S,87,3,27,OAK,Matt Crohan,SP
2015,S,88,3,28,STL,Jose Pujols,OF
2015,S,89,3,29,NYM,Justin Williams,OF
2015,S,90,3,30,BAL,Matt Krook,SP
2015,S,91,4,1,MIL,Logan Shore,SP
2015,S,92,4,2,NYY,Ender Inciarte,OF
2015,S,93,4,3,TEX,Blake Treinen,SP
2015,S,94,4,4,MIL,Brock Dykxhoorn,SP
2015,S,95,4,5,MIN,Brendan McKay,SP
2015,S,96,4,6,PHI,Tyler Nevin,3B
2015,S,97,4,7,COL,Wendell Rijo,SS
2015,S,98,4,8,NYM,Ke'Bryan Hayes,3B
2015,S,99,4,9,LAD,Jason Martin,OF
2015,S,100,4,10,COL,Jorge Lopez,SP
2015,S,101,4,11,TB,Cody Anderson,SP
2015,S,102,4,12,AZ,Franklyn Kilome,SP
2015,S,103,4,13,WAS,Francis Martes,SP
2015,S,104,4,14,DET,Nick Longhi,OF
2015,S,105,4,15,NYM,Richie Martin,SS
2015,S,106,4,16,MIA,Trey Mancini,1B
2015,S,107,4,17,MIN,Pavin Smith,1B
2015,S,108,4,18,WAS,Jordan Patterson,OF
2015,S,109,4,19,CIN,Zack Jackson,SP
2015,S,110,4,20,CHC,Tanner Houck,SP
2015,S,111,4,21,NYY,Harrison Musgrave,SP
2015,S,112,4,22,PIT,Keone Kela,RP
2015,S,113,4,23,BAL,K.J. Harrison,C
2015,S,114,4,24,OAK,Jeren Kendall,OF
2015,S,115,4,25,SD,Aaron Altherr,OF
2015,S,116,4,26,MIL,Griffin Canning,SP
2015,S,117,4,27,MIL,Taylor Ward,C
2015,S,118,4,28,MIL,Demi Orimoloye,OF
2015,S,119,4,29,SD,Rowdy Tellez,1B
2015,S,120,4,30,BAL,Kyle Lewis,OF
2015,W,1,1,1,BAL,Yoan Moncada,2B
2015,W,2,1,2,SF,Anderson Espinoza,SP
2015,W,3,1,3,CHW,Victor Robles,OF
2015,W,4,1,4,PHI,Auston Gomber,SP
2015,W,5,1,5,NYY,Odubel Herrera,OF
2015,W,6,1,6,MIN,Mike Soroka,SP
2015,W,7,1,7,LAA,Silvino Bracho,SP
2015,W,8,1,8,HOU,Roberto Baldoquin,2B
2015,W,9,1,9,WAS,Cody Reed,SP
2015,W,10,1,10,KC,Austin Riley,3B
2015,W,11,1,11,ATL,Kyle Holder,SS
2015,W,12,1,12,MIL,Lazaro Leyva,SP
2015,W,13,1,13,DET,Mychal Givens,RP
2015,W,14,1,14,MIA,Isan Diaz,SS
2015,W,15,1,15,COL,David Paulino,SP
2015,W,16,1,16,STL,Jharel Cotton,SP
2015,W,17,1,17,BOS,Triston McKenzie,SP
2015,W,18,1,18,LAD,Mike Clevinger,SP
2015,W,19,1,19,OAK,Andrew Knapp,C
2015,W,20,1,20,CIN,Rhys Hoskins,1B
2015,W,21,1,21,AZ,Adrian Rondon,SS
2015,W,22,1,22,TB,Oscar De La Cruz,SP
2015,W,23,1,23,PIT,Stone Garrett,OF
2015,W,24,1,24,TEX,Paul DeJong,3B
2015,W,25,1,25,SD,Domingo Acevedo,SP
2015,W,26,1,26,SEA,Dom Nunez,C
2015,W,27,1,27,CLE,Wilkerman Garcia,SS
2015,W,28,1,28,NYM,Junior Fernandez,SP
2015,W,29,1,29,CHC,Franklin Perez,SP
2015,W,30,1,30,TOR,Yairo Munoz,SS
2016,S,1,1,1,OAK,Jason Groome,SP
2016,S,2,1,2,SF,Riley Pint,SP
2016,S,3,1,3,CHW,Mickey Moniak,OF
2016,S,4,1,4,PHI,Nick Senzel,3B
2016,S,5,1,5,NYY,Braxton Garrett,SP
2016,S,6,1,6,MIN,Ian Anderson,SP
2016,S,7,1,7,LAA,Matt Manning,SP
2016,S,8,1,8,HOU,Matt Thaiss,C
2016,S,9,1,9,WAS,Willie Calhoun,2B
2016,S,10,1,10,KC,Blake Rutherford,OF
2016,S,11,1,11,ATL,Josh Lowe,3B
2016,S,12,1,12,AZ,Delvin Perez,SS
2016,S,13,1,13,DET,Dakota Hudson,SP
2016,S,14,1,14,MIA,Cody Reed,SP
2016,S,15,1,15,STL,Tyler O'Neill,OF
2016,S,16,1,16,CHW,Aledmys Diaz,SS
2016,S,17,1,17,BOS,Chris Shaw,1B
2016,S,18,1,18,LAD,Harrison Bader,OF
2016,S,19,1,19,OAK,Alex Kirilloff,OF
2016,S,20,1,20,CIN,Forrest Whitley,SP
2016,S,21,1,21,AZ,Mitch Keller,SP
2016,S,22,1,22,TB,Ronald Acuna,OF
2016,S,23,1,23,CLE,Nolan Jones,3B
2016,S,24,1,24,TEX,Chris Paddack,SP
2016,S,25,1,25,BAL,Will Craig,3B
2016,S,26,1,26,BAL,Eric Lauer,SP
2016,S,27,1,27,CLE,Cody Sedlock,SP
2016,S,28,1,28,NYM,Gavin Lux,SS
2016,S,29,1,29,CHC,Carter Kieboom,SS
2016,S,30,1,30,CHW,T.J. Zeuch,SP
2016,S,31,2,1,BAL,Joey Wentz,SP
2016,S,32,2,2,SF,Christin Stewart,OF
2016,S,33,2,3,CHW,Justin Dunn,SP
2016,S,34,2,4,CHW,Daniel Mengden,SP
2016,S,35,2,5,BAL,Joe Rizzo,3B
2016,S,36,2,6,MIN,Will Benson,OF
2016,S,37,2,7,LAA,Dane Dunning,SP
2016,S,38,2,8,HOU,Cole Ragans,SP
2016,S,39,2,9,WAS,Jaime Schultz,SP
2016,S,40,2,10,SF,Tyler Mahle,SP
2016,S,41,2,11,ATL,Hudson Sanchez,SS
2016,S,42,2,12,WAS,Josh Ockimey,1B
2016,S,43,2,13,DET,Jake Woodford,SP
2016,S,44,2,14,MIA,Sandy Alcantara,SP
2016,S,45,2,15,CHC,Brock Stewart,SP
2016,S,46,2,16,BAL,Kevin Gowdy,SP
2016,S,47,2,17,BOS,Drew Jackson,SS
2016,S,48,2,18,LAD,Bryan Reynolds,OF
2016,S,49,2,19,COL,Ryan Mountcastle,SS
2016,S,50,2,20,CIN,Kyle Muller,SP
2016,S,51,2,21,CIN,Taylor Trammell,OF
2016,S,52,2,22,TB,Marcos Diplan,SP
2016,S,53,2,23,PIT,Kyle Barraclough,RP
2016,S,54,2,24,TEX,Anthony Banda,SP
2016,S,55,2,25,SD,Logan Allen,SP
2016,S,56,2,26,BOS,Ryan O'Hearn,1B
2016,S,57,2,27,TB,Juan Hillman,SP
2016,S,58,2,28,NYM,Yu-Cheng Chang,SS
2016,S,59,2,29,CHC,Francisco Rios,SP
2016,S,60,2,30,TOR,Buddy Reed,OF
2016,S,61,3,1,TEX,Akil Baddoo,OF
2016,S,62,3,2,SF,Roniel Raudes,SP
2016,S,63,3,3,CHW,Peter Lambert,SP
2016,S,64,3,4,PHI,Will Smith,C
2016,S,65,3,5,NYY,Zach Burdi,RP
2016,S,66,3,6,ATL,Anthony Kay,SP
2016,S,67,3,7,WAS,Ryon Healy,1B
2016,S,68,3,8,HOU,Daulton Jeffries,SP
2016,S,69,3,9,WAS,Steven Moya,OF
2016,S,70,3,10,KC,Steven Duggar,OF
2016,S,71,3,11,ATL,Anfernee Grier,OF
2016,S,72,3,12,TOR,German Marquez,SP
2016,S,73,3,13,TOR,Lamonte Wade,OF
2016,S,74,3,14,MIA,Antonio Santillan,SP
2016,S,75,3,15,COL,Albert Abreu,SP
2016,S,76,3,16,CHW,Cody Ponce,SP
2016,S,77,3,17,SEA,Joe Jimenez,RP
2016,S,78,3,18,ATL,Nick Lodolo,SP
2016,S,79,3,19,OAK,Alex Speas,SP
2016,S,80,3,20,COL,Yandy Diaz,3B
2016,S,81,3,21,AZ,Chance Adams,SP
2016,S,82,3,22,TB,Justin Maese,SP
2016,S,83,3,23,PIT,Conner Greene,SP
2016,S,84,3,24,ATL,Ben Bowden,SP
2016,S,85,3,25,PHI,Chad Kuhl,SP
2016,S,86,3,26,MIL,Drew Mendoza,3B
2016,S,87,3,27,CLE,Bo Bichette,2B
2016,S,88,3,28,NYM,Angel Perdomo,SP
2016,S,89,3,29,CHC,Lucas Erceg,3B
2016,S,90,3,30,CHW,Andrew Stevenson,OF
2016,S,91,4,1,AZ,Carson Kelly,C
2016,S,92,4,2,SF,Socrates Brito,OF
2016,S,93,4,3,CHW,Brett Martin,SP
2016,S,94,4,4,TEX,Anderson Franco,3B
2016,S,95,4,5,TB,Kevin Padlo,3B
2016,S,96,4,6,MIN,C.J. Chatham,SS
2016,S,97,4,7,PIT,Andrew Yerzy,C
2016,S,98,4,8,**HOU**,--skipped--,
2016,S,99,4,9,WAS,JaCoby Jones,SS
2016,S,100,4,10,PIT,Patrick Weigel,SP
2016,S,101,4,11,ATL,Keegan Akin,SP
2016,S,102,4,12,TOR,Yeudy Garcia,SP
2016,S,103,4,13,AZ,Chad Green,SP
2016,S,104,4,14,MIA,Matt Hall,SP
2016,S,105,4,15,COL,Max Schrock,2B
2016,S,106,4,16,COL,Steven Brault,SP
2016,S,107,4,17,BOS,Tyler White,1B
2016,S,108,4,18,LAD,Cole Stobbe,3B
2016,S,109,4,19,COL,Luis Alejandro Basabe,2B
2016,S,110,4,20,TB,Felipe Rivero,RP
2016,S,111,4,21,DET,Isaiah White,OF
2016,S,112,4,22,KC,Josh Sborz,SP
2016,S,113,4,23,PIT,Dietrich Enns,SP
2016,S,114,4,24,MIL,Robert Gsellman,SP
2016,S,115,4,25,SD,J.D. Davis,3B
2016,S,116,4,26,PIT,Dylan Cozens,OF
2016,S,117,4,27,LAD,Nick Neidert,SP
2016,S,118,4,28,MIL,John Gant,SP
2016,S,119,4,29,CHC,Jared Horn,SP
2016,S,120,4,30,PHI,Nate Orf,2B
2016,W,1,1,1,PHI,Thomas Szapucki,SP
2016,W,2,1,2,KC,Vladimir Guerrero Jr.,3B
2016,W,3,1,3,AZ,Yadier Alvarez,SP
2016,W,4,1,4,SF,Sixto Sanchez,SP
2016,W,5,1,5,WAS,Jahmai Jones,OF
2016,W,6,1,6,HOU,Greg Allen,OF
2016,W,7,1,7,CLE,Mauricio Dubon,SS
2016,W,8,1,8,LAA,D.J. Peters,OF
2016,W,9,1,9,ATL,Juan Soto,OF
2016,W,10,1,10,MIL,Jasrado Chisholm,SS
2016,W,11,1,11,BOS,Trevor Clifton,SP
2016,W,12,1,12,CHW,Matt Strahm,SP
2016,W,13,1,13,DET,Yusniel Diaz,OF
2016,W,14,1,14,LAD,Andrew Toles,OF
2016,W,15,1,15,TOR,Jesus Sanchez,OF
2016,W,16,1,16,CHC,Brandon Woodruff,SP
2016,W,17,1,17,NYY,A.J. Minter,RP
2016,W,18,1,18,MIA,Leody Taveras,OF
2016,W,19,1,19,TB,Fernando Romero,SP
2016,W,20,1,20,SD,Ryan Castellani,SP
2016,W,21,1,21,TEX,Mitch White,SP
2016,W,22,1,22,CIN,Keibert Ruiz,C
2016,W,23,1,23,MIN,Lewin Diaz,1B
2016,W,24,1,24,OAK,Andrew Moore,SP
2016,W,25,1,25,NYM,Josh Staumont,SP
2016,W,26,1,26,COL,Luis Alexander Basabe,OF
2016,W,27,1,27,BAL,Jose Albertos,SP
2016,W,28,1,28,PIT,Ramon Laureano,OF
2016,W,29,1,29,SEA,Andy Ibanez,2B
2016,W,30,1,30,STL,Desmond Lindsay,OF
2017,S,1,1,1,PHI,Kyle Wright,SP
2017,S,2,1,2,KC,Hunter Greene,SP
2017,S,3,1,3,BAL,Mackenzie Gore,SP
2017,S,4,1,4,TOR,Royce Lewis,SS
2017,S,5,1,5,BAL,Dustin Fowler,OF
2017,S,6,1,6,HOU,Adam Haseley,OF
2017,S,7,1,7,ATL,Domingo Leyba,2B
2017,S,8,1,8,LAA,Luis Urias,2B
2017,S,9,1,9,ATL,Jordan Adell,OF
2017,S,10,1,10,BAL,Fernando Tatis Jr.,SS
2017,S,11,1,11,PIT,Austin Beck,OF
2017,S,12,1,12,CHW,J.B. Bukauskas,SP
2017,S,13,1,13,DET,Logan Warmoth,SS
2017,S,14,1,14,LAD,David Peterson,SP
2017,S,15,1,15,SF,Shane Baz,SP
2017,S,16,1,16,CHC,Keston Hiura,2B
