player_name,teams,end_year,start_year,years,ip,k_9,bb_9,k_bb,hr_9,FIP,park_FIP,FIP_minus,FIP_WAR,ERA,park_ERA,ERA_minus,ERA_WAR
Dan Haren,NYN/Mil/Ari/Flo/Cin,2016,2005,12,2346.4,7.54,1.80,4.35,1.06,3.722,3.701,89.22,35.39,3.588,3.569,86.70,39.43
Dan Jennings,KC/ChA/NYN,2019,2015,5,299.3,8.78,3.16,2.81,0.72,3.346,3.324,88.32,2.55,3.550,3.528,93.48,1.78
Dan Meyer,PHI/SEA,2010,2008,2,77.0,8.18,4.56,1.82,1.05,4.502,4.526,103.89,0.06,4.559,4.586,105.02,0.03
Dan Otero,Oak/Col/Phi/Hou/StL,2020,2012,8,619.3,5.70,1.24,12.76,0.81,3.542,3.472,90.35,4.68,2.759,2.719,70.58,10.90
Dan Runzler,Mia/Bal,2014,2011,3,183.0,8.95,4.72,1.98,0.39,3.398,3.382,85.63,1.83,3.050,3.036,76.55,2.66
Dan Straily,Pit/Was/LAN,2018,2013,4,472.0,7.93,3.62,2.23,1.11,4.253,4.297,112.52,1.21,4.783,4.834,126.68,-1.77
Dan Wheeler,SD/LAN/CIN/NYN/NYM,2012,2005,8,576.7,8.44,2.97,3.01,0.80,3.556,3.603,83.15,6.62,3.372,3.419,79.46,7.83
Dan Winkler,NYA,2019,2016,3,265.0,9.92,3.77,2.71,1.09,3.886,3.847,99.79,1.95,3.564,3.529,91.47,3.08
Dana Eveland,Min/Tor/Oak,2016,2005,6,770.0,7.34,3.74,2.10,0.89,4.230,4.232,98.19,7.49,4.246,4.247,98.00,7.59
Dane De La Rosa,Oak,2014,2014,1,52.7,10.25,5.13,2.00,0.85,3.881,3.881,103.15,0.06,4.960,4.960,131.82,-0.67
Dane Dunning,LAA,2019,2019,1,89.7,6.93,2.81,2.46,1.00,4.069,4.138,106.60,0.55,4.010,4.078,105.05,0.62
Daniel Bard,Mia/Flo/FLA,2012,2010,3,377.0,8.55,3.15,2.70,0.76,3.518,3.507,86.53,4.99,3.579,3.568,87.69,4.74
Daniel Cabrera,OAK/Atl/BOS,2009,2005,5,861.4,7.93,5.39,1.48,0.90,4.657,4.655,103.93,6.24,4.292,4.293,95.65,10.28
Daniel Coulombe,ChN/Pit,2020,2015,4,52.7,9.74,5.98,1.64,0.51,3.747,3.757,97.44,0.23,8.370,8.381,217.26,-2.78
Daniel Haigwood,AZ,2006,2006,1,36.7,7.12,5.40,1.32,1.72,5.891,5.813,134.29,-0.25,4.910,4.846,111.93,0.12
Daniel Hudson,SF/Was/Tam/ChA/Tor,2020,2011,10,1061.2,7.23,2.73,2.74,1.17,4.216,4.250,109.72,3.33,3.825,3.855,99.80,8.86
Daniel Mengden,Sea,2020,2015,2,87.4,7.83,2.47,3.17,0.41,2.860,2.889,74.68,1.97,3.090,3.121,80.66,1.69
Daniel Norris,Oak,2020,2015,4,267.4,8.99,2.90,3.27,0.44,2.851,2.851,73.68,5.34,2.493,2.493,64.38,6.80
Daniel Ponce de Leon,Tex,2020,2015,3,76.3,10.14,5.42,2.16,1.77,5.315,5.211,134.36,-0.87,5.190,5.088,131.13,-0.66
Daniel Rosenbaum,LAA,2013,2013,1,5.0,3.60,3.60,1.00,3.60,8.780,8.929,228.37,-0.21,5.400,5.492,140.45,-0.05
Daniel Schlereth,LAA/Tex,2013,2011,2,78.0,9.23,8.08,1.15,1.27,5.651,5.676,145.50,-1.51,4.731,4.765,122.09,-0.64
Daniel Stumpf,Cin,2020,2015,2,18.0,10.00,3.00,3.33,0.00,1.959,1.952,50.47,0.50,2.000,1.993,51.51,0.49
Daniel Zamora,StL,2020,2015,2,28.0,9.00,3.86,2.33,1.29,4.324,4.353,112.51,-0.10,1.930,1.943,50.21,0.79
Danny Barnes,Hou,2019,2017,3,298.0,10.54,2.27,4.81,1.60,3.944,4.011,104.26,0.20,3.382,3.439,89.34,2.38
Danny Duffy,Sea/Bos,2020,2013,7,1008.8,8.35,3.24,2.69,1.01,3.887,3.848,101.41,9.00,3.988,3.950,103.75,7.95
Danny Farquhar,LAN,2017,2014,4,312.6,10.05,2.94,3.43,0.81,3.135,3.178,84.54,3.28,4.085,4.141,110.11,-0.69
Danny Herrera,ChN,2012,2010,3,213.0,6.97,3.08,2.32,0.42,3.315,3.293,81.80,2.55,2.831,2.813,69.74,3.87
Danny Kolb,TEX,2006,2006,1,3.7,4.91,2.46,2.00,4.91,10.009,9.812,226.67,-0.22,12.270,12.029,277.89,-0.30
Danny Salazar,Pit,2020,2014,7,1037.6,10.46,3.04,3.54,0.87,3.146,3.178,83.75,18.68,3.150,3.182,84.11,18.27
Danys Baez,Bos,2007,2005,3,245.7,6.01,3.37,1.83,1.10,4.687,4.625,102.62,0.32,5.497,5.425,120.06,-1.92
Darin Downs,StL,2013,2013,1,61.3,7.04,4.11,1.71,0.88,4.256,4.285,109.59,-0.13,6.750,6.796,173.80,-2.02
Dario Alvarez,Cle/Tor/Tam/Bos,2019,2016,4,232.7,11.45,4.95,2.43,1.35,4.251,4.262,113.37,-0.90,4.990,5.006,132.68,-3.02
Darrell Rasner,COL/PHI/LAA,2009,2005,4,235.6,5.38,2.90,1.90,0.80,4.297,4.235,95.76,2.05,4.584,4.529,102.27,1.27
Darren O'Day,Phi/ChN/Atl/Tor/Mil/DET,2020,2010,11,813.6,9.09,2.64,3.81,1.03,3.561,3.546,91.25,5.79,3.386,3.372,86.75,7.84
Darren Oliver,Tam/Oak/Tex/Bos,2014,2005,9,495.8,7.92,2.51,3.46,1.09,3.913,3.877,93.47,3.01,3.812,3.775,90.58,3.72
Daryl Thompson,SF,2011,2011,1,184.3,6.25,2.73,2.29,0.83,3.885,3.977,102.41,1.51,4.150,4.249,109.41,0.89
Daulton Jefferies,Hou,2020,2015,2,44.6,6.45,1.61,4.00,2.02,5.196,5.284,136.57,-0.34,5.240,5.329,137.71,-0.37
Dave Burba,CWS,2006,2006,1,44.3,3.05,3.86,0.79,2.44,7.318,7.222,166.84,-1.33,6.090,6.010,138.84,-0.75
Dave Bush,Det/ATL/Mil/CLV,2012,2005,7,1110.4,5.80,2.12,2.77,1.24,4.515,4.497,101.81,9.52,4.408,4.391,99.45,11.12
Dave Weathers,HOU,2006,2006,1,70.0,7.20,2.44,2.95,0.77,3.519,3.579,82.67,0.81,3.990,4.058,93.74,0.40
Dave Williams,DET,2006,2006,1,128.3,3.65,2.88,1.27,1.61,5.668,5.631,130.07,-1.55,4.840,4.808,111.06,-0.39
David Aardsma,LAA/ChA/Tor/OAK,2016,2008,5,253.9,9.32,4.75,4.44,1.31,4.645,4.652,114.92,-1.22,4.712,4.717,115.73,-1.31
David Bromberg,ChA,2014,2014,1,70.3,6.65,4.74,1.41,1.66,5.719,5.644,150.00,-1.50,5.630,5.556,147.66,-1.43
David Buchanan,Phi,2015,2015,1,156.7,5.52,2.87,1.92,0.86,4.192,4.192,110.76,0.67,4.020,4.020,106.23,1.00
David Carpenter,Det,2014,2014,1,86.7,8.10,2.80,2.89,1.04,3.851,3.826,101.67,0.16,4.260,4.232,112.46,-0.30
David D. Carpenter,ChN/Det,2016,2015,2,150.4,9.46,2.69,3.57,1.08,3.537,3.514,95.04,0.79,3.350,3.327,89.97,1.16
David Hale,Hou,2015,2014,2,374.7,5.98,4.54,1.36,1.25,5.204,5.293,140.26,-3.25,5.284,5.373,142.42,-3.57
David Hernandez,Bos/StL/Tam/LAN/NYA,2019,2010,9,495.7,9.84,3.03,3.58,1.11,3.650,3.678,94.20,2.82,3.651,3.674,93.69,2.99
David Huff,LAA/Cin,2017,2012,5,244.7,5.52,3.42,1.94,1.18,4.834,4.897,129.36,-2.81,5.297,5.363,141.70,-4.23
David Hurlbut,StL,2018,2018,1,192.0,5.91,2.20,2.68,0.70,3.584,3.609,94.89,2.28,3.090,3.111,81.80,3.57
David L. Carpenter,KC,2016,2016,1,37.7,9.32,4.06,2.29,0.24,2.796,2.787,76.95,0.53,3.350,3.339,92.18,0.25
David Paulino,Col,2019,2019,1,111.3,8.49,1.86,4.57,1.05,3.473,3.287,84.66,1.91,4.200,3.975,102.39,0.91
David Peterson,LAN,2020,2015,2,67.4,8.82,3.21,2.75,0.80,3.448,3.495,90.33,0.96,2.670,2.706,69.93,1.69
David Phelps,ChN/LAA,2020,2013,7,961.6,7.58,3.29,2.38,0.93,3.951,4.016,106.32,4.91,3.836,3.898,103.26,6.36
David Price,Oak/NYA/Was/Tex/Col/PHI,2020,2009,12,2200.8,8.72,2.43,4.08,0.94,3.452,3.377,86.68,35.77,3.421,3.342,85.68,38.46
David Purcey,Cin,2013,2011,3,123.7,7.86,6.04,1.35,1.24,5.330,5.313,132.39,-1.66,5.238,5.221,130.25,-1.53
David Riske,ATL/ChN/MIL/TEX/PIT,2008,2005,4,258.4,5.61,3.48,1.80,1.50,5.399,5.369,119.21,-1.91,5.159,5.128,113.60,-1.18
David Robertson,SD/NYA/Was/Sea,2020,2011,10,636.6,12.21,3.51,3.72,1.19,3.382,3.403,88.72,5.32,3.732,3.750,97.71,2.59
David Weathers,WAS/KC/Cin,2010,2005,5,350.0,5.89,3.47,1.74,1.11,4.784,4.773,106.85,-0.37,4.579,4.569,102.26,0.58
David Wells,Sea/PIT,2007,2005,3,317.0,4.66,1.25,4.04,0.94,3.975,4.015,90.75,4.47,4.085,4.126,93.18,4.06
Davis Romero,CHN,2009,2009,1,128.0,5.70,2.60,2.19,1.13,4.552,4.521,104.73,0.01,3.660,3.636,84.22,1.38
Deck McGuire,LAA,2019,2017,2,79.3,6.69,1.93,3.59,2.16,5.551,5.646,146.05,-0.90,4.876,4.959,128.27,-0.29
Dellin Betances,NYN/Mia/StL,2020,2015,6,395.6,13.67,4.03,3.63,0.80,2.665,2.683,70.61,6.90,3.252,3.270,85.95,3.84
Dennis Santana,Atl,2019,2019,1,77.7,8.11,4.40,1.84,0.93,4.226,4.240,109.21,-0.15,5.790,5.809,149.64,-1.67
Dennis Sarfate,PHI,2009,2008,2,99.3,9.15,6.61,1.38,1.18,5.249,5.249,119.03,-0.72,5.525,5.525,125.60,-1.03
Denny Bautista,OAK/STL,2009,2006,3,156.1,6.87,6.17,1.11,0.58,4.714,4.715,107.74,-0.20,4.212,4.214,96.25,0.77
Dennys Reyes,Hou/STL/LAN,2011,2005,6,351.8,7.31,3.94,2.06,1.02,4.480,4.535,102.85,0.35,3.963,4.009,91.32,2.54
Deolis Guerra,ChN,2020,2015,2,30.6,10.57,3.52,3.00,2.35,5.398,5.362,138.59,-0.50,5.280,5.245,135.53,-0.46
Dereck Rodriguez,Mil,2020,2015,3,217.0,8.00,1.83,4.42,1.20,3.779,3.741,96.45,2.41,3.525,3.490,89.96,3.13
Derek Holland,ChA/Sea/PIT,2019,2010,9,1388.3,8.15,3.08,2.68,0.99,3.853,3.867,99.47,12.12,3.632,3.646,93.69,16.36
Derek Law,Atl/Tam/Pit,2020,2015,5,156.3,6.62,2.94,2.38,0.86,3.955,3.998,103.57,0.15,3.683,3.726,96.74,0.77
Derek Lowe,Cle/TB/CHN/CHC/Atl/CLV,2012,2005,8,1344.3,5.32,2.77,1.97,1.01,4.507,4.527,103.97,9.79,4.701,4.722,108.66,7.01
Derrick Turnbow,SDP/SD,2008,2005,4,318.0,8.01,4.78,1.76,1.10,4.726,4.823,107.90,-0.47,3.824,3.902,87.36,2.94
Deunte Heath,Mil,2017,2017,1,21.3,13.08,4.22,3.10,3.38,6.662,6.596,170.67,-0.68,5.480,5.426,140.40,-0.37
Devern Hansack,PHI/TOR/ChN,2008,2005,3,47.4,6.46,2.47,2.82,3.05,7.162,7.136,156.10,-1.06,6.849,6.840,150.51,-1.05
Diego Castillo,ChA,2020,2015,3,107.4,11.32,1.93,6.87,0.84,2.552,2.518,64.90,2.21,2.435,2.403,61.93,2.38
Diego Moreno,Ari,2018,2018,1,26.3,7.86,3.08,2.56,0.34,2.919,2.881,75.75,0.39,2.390,2.359,62.02,0.57
Dietrich Enns,LAA,2018,2018,1,39.7,5.90,4.31,1.37,0.00,3.273,3.328,87.52,0.62,3.400,3.458,90.92,0.55
Dillon Gee,Was,2015,2012,4,527.7,7.21,2.75,2.71,1.13,4.167,4.167,108.29,2.38,4.349,4.349,112.96,1.16
Dillon Maples,NYN,2019,2018,2,93.7,13.07,10.57,1.24,0.86,5.078,5.164,133.53,-1.28,5.473,5.566,143.69,-1.74
Dillon Overton,Hou,2017,2016,2,264.0,6.85,2.69,2.63,1.12,4.204,4.275,115.80,0.53,4.226,4.297,115.76,0.54
Dinelson Lamet,NYN,2018,2018,1,166.7,12.42,3.78,3.29,1.19,3.363,3.420,89.93,2.40,3.670,3.732,98.14,1.71
Domingo German,NYN,2020,2015,3,189.3,9.03,2.66,3.41,0.90,3.401,3.459,89.14,2.65,3.706,3.769,97.12,1.89
Dominic Leone,NYN/Mia,2019,2018,2,167.7,8.53,3.97,2.16,0.91,3.926,3.956,102.86,0.22,3.812,3.849,99.88,0.51
Donn Roach,LAA,2019,2019,1,2.3,0.00,0.00,0.00,0.00,3.221,3.276,84.39,0.02,0.000,0.000,0.00,0.13
Donnie Hart,SF,2020,2015,4,168.9,6.12,3.52,1.85,0.80,4.149,4.248,110.26,-0.39,3.410,3.491,90.68,1.24
Donnie Joseph,Mil,2011,2011,1,57.3,7.69,6.12,1.26,0.47,4.175,4.133,106.43,-0.03,4.240,4.198,108.09,-0.08
Donnie Veal,Hou,2014,2008,3,236.1,8.69,5.00,1.73,1.14,4.720,4.800,110.98,0.48,3.777,3.841,89.52,3.04
Dontrelle Willis,PIT/LA/LAN,2011,2005,7,1004.6,5.79,3.90,1.88,0.80,4.437,4.488,104.49,7.94,4.226,4.274,99.42,10.98
Doug Brocail,KC/KCR,2009,2008,2,144.7,6.03,4.17,1.43,0.81,4.582,4.567,103.97,0.07,4.358,4.343,98.89,0.45
Doug Davis,Det/NYN/WAS/KCR/MIN/Cle,2011,2005,7,1072.4,6.24,4.04,1.60,0.77,4.363,4.371,100.62,9.65,4.525,4.535,103.93,7.98
Doug Fister,Phi/NYN/Mil/StL/Tam,2017,2011,7,1305.0,5.95,1.55,4.05,1.01,3.872,3.906,101.69,11.26,3.579,3.609,94.20,16.84
Doug Mathis,CHN,2010,2010,1,66.7,6.08,3.11,1.96,1.08,4.466,4.436,104.03,0.03,2.830,2.811,65.93,1.35
Doug Slaten,LAA/ChA/CWS,2013,2005,8,406.0,6.27,4.32,2.02,0.93,4.689,4.640,107.16,0.44,4.965,4.919,113.41,-0.70
Doug Waechter,MIL,2010,2009,2,26.0,3.47,4.16,0.76,0.69,4.875,4.827,112.79,-0.10,6.930,6.862,160.53,-0.68
Drew Hutchison,Mia,2017,2017,1,74.7,8.32,2.41,3.45,0.72,3.287,3.276,84.76,1.28,3.860,3.847,99.55,0.71
Drew Pomeranz,NYN/Was/StL/KC/Pit/Phi,2020,2012,8,978.2,8.71,4.03,2.26,0.89,3.906,3.936,102.42,7.79,3.533,3.561,92.61,13.26
Drew Smyly,Sea/Mil/Cin,2020,2012,8,1061.8,8.60,2.48,3.75,1.14,3.776,3.761,98.51,10.18,3.730,3.716,97.43,10.85
Drew Steckenrider,KC/ChN/Tam,2020,2015,4,182.6,10.94,3.20,3.46,1.58,4.092,4.086,106.35,-0.08,4.042,4.038,104.90,0.06
Drew Storen,Phi/Min/Hou,2017,2011,7,559.3,8.61,2.43,3.86,0.90,3.420,3.459,90.31,4.27,3.268,3.306,86.41,5.45
Drew VerHagen,NYA,2020,2015,3,116.3,6.89,4.33,1.59,1.08,4.689,4.642,119.71,-0.81,4.330,4.288,110.58,-0.27
Duaner Sanchez,SFG/Bos/ATL,2008,2005,4,255.1,6.49,4.16,1.61,0.81,4.435,4.416,97.96,0.90,4.798,4.789,106.04,-0.13
Dustin Hermanson,ChN/FLA/AZ/STL,2007,2005,3,189.7,6.69,2.47,3.39,1.14,4.272,4.241,93.91,1.07,4.695,4.659,103.33,0.16
Dustin McGowan,Tex/Cin/AZD/FLA,2017,2008,5,811.4,7.63,3.15,2.46,1.01,4.090,4.070,97.52,8.50,4.271,4.250,101.69,6.82
Dustin Moseley,PIT,2009,2009,1,23.3,5.01,2.70,1.86,1.93,5.897,5.956,137.97,-0.39,6.940,7.010,162.38,-0.67
Dustin Nippert,NYY/NYA,2010,2005,4,297.4,5.96,4.18,1.44,1.82,5.998,5.939,135.36,-2.98,5.270,5.217,118.90,-0.76
Dylan Axelrod,ChN/Bal,2014,2012,3,413.0,5.88,2.86,2.15,0.94,4.247,4.218,106.72,2.31,3.922,3.896,98.31,3.92
Dylan Bundy,Oak,2020,2013,7,829.0,7.77,2.54,3.08,1.11,3.920,3.920,103.06,6.62,4.004,4.004,104.91,6.25
Dylan Floro,Mia,2020,2015,2,30.0,4.80,4.20,1.14,1.20,5.248,5.230,135.18,-0.44,4.800,4.784,123.63,-0.27
Eddie Butler,KC,2018,2018,1,2.0,4.50,4.50,1.00,4.50,10.147,10.113,265.93,-0.15,22.500,22.426,589.69,-0.40
Eddie Guardado,SF/SFG/KC/Phi,2009,2005,5,287.7,8.26,3.10,2.94,1.44,4.578,4.606,103.23,0.24,4.002,4.031,90.59,2.13
Eddy Rodriguez,Bal,2007,2005,2,44.6,9.27,8.46,1.10,1.61,6.451,6.408,138.90,-0.79,7.250,7.202,156.09,-1.17
Edgar Gonzalez,OAK,2009,2009,1,78.3,5.06,2.18,2.32,1.61,5.253,5.253,121.68,-0.12,5.510,5.510,127.63,-0.33
Edinson Volquez,Cle/SF/Mil/NYA/NYY,2020,2008,12,1836.5,7.90,3.78,2.16,1.13,4.372,4.359,110.12,7.69,4.176,4.164,104.91,12.51
Eduardo Morlan,BOS/Ari,2008,2005,3,39.3,8.69,4.12,2.21,2.52,6.453,6.368,140.21,-0.71,7.092,6.999,154.56,-0.99
Eduardo Rodriguez,Mia/Sea/Was/SD,2020,2015,5,672.6,9.53,2.66,3.63,0.95,3.323,3.333,87.87,10.56,3.159,3.166,83.34,12.26
Eduardo Sanchez,NYA/Atl,2014,2012,3,137.7,8.24,5.30,1.57,1.11,4.819,4.811,121.47,-1.11,3.662,3.658,92.07,0.91
Edubray Ramos,Oak,2020,2015,4,192.3,9.41,3.74,2.66,1.08,3.897,3.897,101.29,0.40,3.837,3.837,99.59,0.57
Edwar Cabrera,Pit,2012,2012,1,24.0,7.13,3.38,2.11,2.63,6.654,6.722,165.46,-0.46,4.500,4.546,111.89,0.08
Edwar Ramirez,BAL,2010,2008,3,107.3,10.98,4.95,2.28,1.42,4.545,4.515,104.34,0.04,5.032,4.998,115.44,-0.55
Edward Mujica,Min/SD,2015,2005,8,884.8,7.19,1.58,5.37,1.10,3.782,3.832,91.93,6.04,4.321,4.381,104.38,0.34
Edward Paredes,NYN,2019,2019,1,71.7,10.42,5.65,1.84,1.76,5.328,5.419,139.59,-1.19,5.650,5.746,148.02,-1.48
Edwin Diaz,Oak,2020,2015,5,290.4,13.86,3.41,4.13,1.27,3.110,3.110,80.77,3.60,3.532,3.532,91.84,2.05
Edwin Escobar,Ari,2017,2015,3,210.6,7.05,2.99,2.41,0.98,4.045,3.992,107.51,1.22,3.930,3.879,104.15,1.56
Edwin Jackson,Mia/ChA/Tam/ARI,2017,2010,7,1063.0,6.98,2.91,2.52,1.08,4.211,4.185,105.91,6.14,4.207,4.183,106.03,6.20
Ehren Wassermann,CHA/AZD,2009,2008,2,91.0,5.64,4.55,1.44,0.59,4.479,4.420,101.25,0.19,3.460,3.414,78.27,1.28
Elmer Dessens,SD/BAL,2011,2006,2,201.7,5.00,2.45,2.06,0.85,4.113,4.119,98.50,0.67,4.103,4.113,98.75,0.66
Emilio Pagan,KC,2020,2015,4,183.4,9.38,2.90,3.53,1.08,3.617,3.605,93.84,1.08,4.319,4.305,112.12,-0.52
Emmanuel Clase,Mil,2020,2015,2,38.0,8.53,4.26,2.00,0.95,4.076,4.035,104.30,0.02,3.320,3.287,84.95,0.39
Enny Romero,Det,2018,2018,1,83.3,9.72,3.67,2.65,1.73,4.707,4.676,122.94,-0.70,4.320,4.291,112.84,-0.30
Enrique Gonzalez,Cin,2011,2005,5,534.0,5.29,3.61,1.49,1.43,5.435,5.417,122.47,-2.75,5.308,5.290,119.87,-1.89
Erasmo Ramirez,KC/SD/TEX,2016,2006,3,409.9,6.12,2.20,2.92,1.03,4.037,4.042,105.40,2.47,4.394,4.401,113.96,0.65
Eric Gagne,TBR/LA/LAN,2008,2005,4,308.0,10.23,2.57,4.14,1.08,3.473,3.521,77.60,4.40,3.886,3.941,86.74,2.92
Eric Hacker,TB,2009,2009,1,134.0,4.03,3.36,1.20,0.94,4.907,4.991,115.60,0.18,5.040,5.126,118.73,-0.02
Eric Hull,TB/SEA,2009,2008,2,158.7,8.34,5.79,1.44,0.79,4.577,4.640,106.07,0.49,4.878,4.946,113.21,-0.06
Eric Milton,LAA/FLA/StL/SD,2010,2005,4,451.3,5.54,2.93,1.91,1.72,5.539,5.594,123.44,-1.10,6.164,6.225,137.45,-3.98
Eric O'Flaherty,NYA/Tor/Mil/Col/ANA/LAA,2016,2008,9,454.6,7.30,3.25,2.53,0.87,3.961,3.901,98.10,1.74,3.543,3.486,88.18,4.12
Eric Stults,ChA/SD/KC,2015,2009,5,620.6,5.93,2.84,2.20,1.15,4.533,4.527,111.77,1.25,4.466,4.466,109.67,2.00
Eric Surkamp,LAN,2013,2012,2,332.3,7.80,4.09,1.91,0.62,3.784,3.835,96.00,3.76,3.926,3.978,99.54,3.18
Erick Threets,StL/LAA/ANA,2012,2005,6,189.6,4.98,4.46,1.15,0.62,4.566,4.629,110.28,-0.47,4.460,4.521,108.27,-0.15
Erik Arnesen,Tam,2012,2012,1,94.0,5.17,1.82,2.84,0.48,3.470,3.529,86.87,0.88,3.350,3.407,83.87,1.02
Erik Bedard,KC/Min,2015,2005,11,2042.2,8.64,3.67,2.45,0.88,3.841,3.829,91.74,27.93,4.050,4.037,96.37,23.35
Erik Cordier,Was/SF,2016,2015,2,75.7,10.82,6.18,1.92,0.59,3.705,3.739,101.52,0.16,6.540,6.605,179.04,-2.65
Erik Goeddel,Tor,2015,2015,1,17.3,9.87,6.75,1.46,2.08,6.273,6.336,167.42,-0.51,9.870,9.970,263.44,-1.23
Erik Johnson,Bos,2014,2014,1,33.3,6.75,4.32,1.56,0.81,4.327,4.270,113.48,-0.13,4.590,4.530,120.39,-0.24
Erik Swanson,KC,2019,2019,1,18.0,8.00,4.00,2.00,1.50,4.944,4.927,126.93,-0.06,8.000,7.974,205.40,-0.63
Ernesto Frieri,Mia/Cle,2015,2011,5,349.6,11.22,4.25,3.04,1.18,3.852,3.883,99.84,0.99,3.448,3.475,89.32,2.82
Ervin Santana,LAA/Hou/SF/Cle/MIN/BOS/Atl,2019,2005,14,2570.8,7.04,2.56,2.85,1.02,4.015,4.036,98.54,25.72,4.053,4.074,99.98,24.87
Esmil Rogers,StL,2012,2011,2,317.7,6.12,3.14,1.94,0.74,4.003,4.030,101.38,1.81,5.184,5.219,131.02,-2.66
Esteban Loaiza,SDP/Tor/SD/Phi,2008,2005,4,433.6,5.98,2.84,2.25,0.95,4.287,4.336,96.42,4.77,4.836,4.892,108.62,2.20
Esteban Yan,SF,2006,2006,1,77.7,7.65,3.71,2.06,1.16,4.401,4.506,104.09,0.04,5.450,5.580,128.90,-0.94
Eude Brito,Ari/AZ,2007,2005,3,291.3,5.75,4.82,1.22,1.92,6.399,6.315,139.65,-4.48,6.147,6.066,134.58,-3.67
Eugene Espineli,SD,2010,2010,1,87.7,5.13,3.49,1.47,0.62,4.133,4.218,98.91,0.27,4.930,5.031,117.98,-0.57
Eulugio De La Cruz,LAA/ChN/AZD/Ari,2012,2005,7,450.3,6.40,4.60,1.41,0.68,4.397,4.367,101.86,3.57,4.994,4.960,115.45,0.65
Evan Anundsen,LAD,2010,2010,1,32.7,6.89,2.76,2.50,0.83,3.802,3.854,90.38,0.25,3.860,3.912,91.74,0.22
Evan Marshall,Oak,2020,2015,2,26.0,7.62,4.85,1.57,2.08,6.104,6.104,157.75,-0.66,10.380,10.380,268.23,-1.96
Evan Meek,Col,2012,2010,3,185.6,6.74,3.97,1.84,0.68,4.041,3.824,94.22,1.03,3.540,3.350,82.00,2.21
Evan Scribner,Oak/ChN/Tam/Det,2017,2012,5,296.7,8.22,2.03,5.05,1.30,3.993,3.972,102.01,0.50,4.185,4.165,107.08,-0.17
Fautino de los Santos,Mia,2012,2012,1,31.7,10.23,4.26,2.40,0.28,2.879,2.870,70.64,0.56,6.250,6.229,153.35,-0.76
Felipe Paulino,StL/OAK,2014,2009,6,604.0,7.69,3.98,2.05,1.04,4.352,4.363,108.52,1.49,4.859,4.874,121.73,-2.19
Felipe Vazquez,NYN/Tex/Tam,2020,2015,6,285.3,11.23,3.53,3.25,0.69,2.892,2.858,74.64,4.41,3.219,3.169,82.35,3.30
Felix Doubront,Hou/LAA,2018,2012,7,895.0,8.27,3.91,2.13,1.05,4.185,4.256,112.18,2.05,4.185,4.256,112.20,2.31
Felix Heredia,CWS,2006,2006,1,45.0,3.60,3.40,1.06,1.80,6.124,6.044,139.61,-0.77,6.800,6.711,155.02,-1.10
Felix Hernandez,Bos/NYA/Pit/Mil/Oak/CHN/CWS/ChA/KC,2020,2005,16,2770.9,8.40,2.72,3.33,0.82,3.464,3.449,85.27,46.92,3.508,3.495,86.57,45.74
Felix Pena,SF,2018,2017,2,212.4,9.62,3.22,3.02,0.72,3.188,3.264,85.17,2.14,2.924,2.994,78.03,2.91
Felix Rodriguez,TEX,2006,2006,1,34.0,4.50,3.71,1.21,0.53,4.191,4.108,94.90,0.18,4.500,4.412,101.91,0.05
Fernando Abad,Ari/StL/NYN/Tam/Tor,2018,2011,6,203.7,7.91,2.65,4.33,0.97,3.761,3.794,98.13,0.97,3.227,3.257,83.74,2.44
Fernando Cabrera,NYA/NYY,2010,2005,6,442.7,9.64,4.31,2.43,1.42,4.642,4.596,104.30,0.26,4.574,4.529,102.79,0.58
Fernando Nieve,Hou,2013,2005,5,302.4,6.34,3.96,1.70,1.34,5.197,5.285,120.07,-1.64,4.587,4.665,107.76,0.62
Fernando Rodney,Oak/Pit/SD/ATL/DET/Cle,2015,2005,11,733.2,8.63,3.68,2.60,1.14,4.230,4.237,100.54,1.69,4.111,4.115,97.44,2.90
Fernando Rodriguez,SD,2012,2012,1,17.7,13.25,7.64,1.73,1.53,5.132,5.237,128.92,-0.21,6.620,6.755,166.29,-0.53
Fernando Salas,Bos/Tor,2016,2011,6,338.9,8.50,2.39,4.25,1.06,3.640,3.647,95.52,1.68,3.768,3.769,99.22,1.15
Framber Valdez,Hou,2020,2015,2,95.4,11.71,4.91,2.39,1.51,4.398,4.472,115.59,0.18,4.720,4.800,124.04,-0.20
Francisco Cordero,ATL/WAS/TBR/TOR/SEA,2012,2005,8,619.6,9.16,4.39,2.13,0.73,3.758,3.786,87.63,5.56,3.399,3.425,78.57,8.49
Francisco Cruceta,BOS,2008,2008,1,57.7,8.58,5.31,1.62,1.87,5.957,5.879,132.40,-0.81,7.960,7.856,176.91,-2.06
Francisco Liriano,Was/Bos/Sea/NYA/Ari/Pit/FLA/TB/Flo,2019,2005,15,2401.0,9.53,3.29,3.08,0.96,3.629,3.619,89.37,34.64,3.561,3.552,87.99,37.03
Francisco Rodriguez,Bos/Phi/Mia/StL/Min/Col/SEA/ANA/Flo/LAA,2018,2005,14,931.8,10.70,3.63,3.24,1.07,3.637,3.630,89.28,7.70,3.786,3.781,92.19,6.26
Francisley Bueno,Mil,2013,2013,1,71.7,4.77,2.01,2.38,1.01,4.241,4.199,107.38,-0.07,2.890,2.861,73.18,1.16
