player_name,teams,end_year,start_year,years,ip,k_9,bb_9,k_bb,hr_9,FIP,park_FIP,FIP_minus,FIP_WAR,ERA,park_ERA,ERA_minus,ERA_WAR
Noe Ramirez,Tor,2020,2015,2,78.6,9.38,3.20,2.93,1.60,4.478,4.523,116.90,0.10,5.950,6.010,155.31,-1.22
Octavio Dotel,SF/ChA/Ari/BOS/NYM,2014,2006,8,503.7,10.24,3.31,3.62,1.18,3.775,3.786,92.08,3.36,4.540,4.562,111.23,-1.46
Odalis Perez,MIL,2010,2005,6,764.7,5.60,2.21,2.60,0.80,3.941,3.902,88.86,11.53,4.003,3.963,90.07,11.04
Odrisamer Despaigne,Mil,2016,2015,2,234.0,6.31,3.50,1.79,0.96,4.353,4.310,115.88,-0.09,3.958,3.919,105.40,1.09
Oliver Drake,Ari/Cin,2020,2015,5,325.9,10.24,3.29,3.46,0.94,3.392,3.370,88.86,2.69,3.340,3.316,87.27,2.96
Oliver Perez,Cle/ChA/Phi/LAN/Tex/NYN/NYM/BOS/PIT,2020,2006,11,669.8,9.19,4.10,2.74,1.29,4.456,4.500,106.59,1.58,4.729,4.767,113.52,-0.52
Orber Moreno,NYY,2006,2006,1,43.3,4.36,6.02,0.72,1.25,6.029,5.969,137.89,-0.71,6.020,5.960,137.69,-0.71
Orlando Hernandez,TB/ATL/AZ/KC/Hou,2010,2005,5,464.0,7.06,3.41,2.21,1.13,4.501,4.510,101.85,3.75,4.576,4.584,103.50,3.51
Oscar Villarreal,MIL,2008,2005,3,78.1,6.00,1.96,3.16,0.23,3.032,3.002,66.45,1.59,4.499,4.455,99.16,0.25
Pablo Lopez,Mia,2020,2015,3,266.0,7.21,1.89,3.81,0.64,3.165,3.154,81.36,5.03,2.979,2.970,76.55,5.94
Paco Rodriguez,Oak/Min/Mil/Ari,2017,2013,5,202.3,10.01,4.18,2.51,1.56,4.640,4.608,121.39,-1.58,5.203,5.166,136.51,-3.05
Pat Ahearne,ATL,2006,2006,1,82.3,5.79,2.41,2.41,0.87,3.968,3.981,91.96,1.10,5.250,5.267,121.68,-0.10
Pat Neshek,KC/SD/Cin/LAD/MIL/ANA/LAA,2019,2005,12,828.4,9.90,2.36,4.74,1.18,3.565,3.596,87.74,7.45,3.271,3.296,81.17,10.42
Pat Venditte,Pit/Tex,2020,2015,3,30.3,6.84,3.21,2.51,2.02,5.639,5.665,154.66,-0.74,6.146,6.188,170.35,-0.94
Patrick Corbin,LAN/Bos,2020,2013,8,1241.0,7.91,2.56,3.22,0.93,3.635,3.594,94.59,13.96,4.178,4.130,108.66,5.52
Patrick Misch,SDP,2008,2008,1,112.3,6.81,2.64,2.58,1.12,4.379,4.468,100.62,0.24,3.770,3.847,86.63,1.07
Paul Byrd,Oak,2008,2005,4,772.1,3.78,1.50,2.51,1.49,5.145,5.145,114.04,1.73,4.758,4.758,105.33,5.17
Paul Fry,NYA,2020,2015,3,137.0,8.15,4.01,2.08,0.85,3.967,3.928,101.30,0.28,4.403,4.360,112.40,-0.47
Paul Maholm,Mil/COL/TBR/Bos,2015,2005,11,1550.6,5.84,3.06,2.08,0.88,4.267,4.175,99.38,14.04,4.005,3.918,93.30,19.14
Paul Sewald,KC,2018,2018,1,60.0,11.10,1.95,5.69,1.95,4.147,4.133,108.68,-0.09,3.600,3.588,94.35,0.33
Pedro Astacio,SF,2006,2006,1,184.0,5.19,2.35,2.21,1.22,4.587,4.697,108.50,0.92,5.430,5.560,128.43,-0.80
Pedro Baez,LAN/Was,2020,2015,6,348.2,10.08,3.02,3.62,1.06,3.503,3.536,93.37,2.10,3.745,3.782,99.82,1.01
Pedro Feliciano,Phi/Tor/NYM/NYN,2014,2005,9,374.0,7.41,4.11,1.88,0.99,4.459,4.528,105.17,0.01,3.753,3.811,88.55,3.23
Pedro Martinez,SF/MIN/NYA/AZ/NYY,2010,2005,6,1169.6,8.89,2.81,3.53,1.16,3.943,3.926,88.56,18.18,4.439,4.423,99.81,11.52
Pedro Strop,Oak/LAN/Ari,2020,2013,8,447.0,9.66,3.81,2.64,0.97,3.724,3.721,97.91,1.67,3.565,3.564,93.80,2.59
Pete Walker,SD,2006,2006,1,26.7,5.06,4.05,1.25,0.00,3.416,3.485,80.51,0.34,5.060,5.163,119.27,-0.19
Peter Moylan,Phi/SF/ARI/AZD,2018,2008,7,478.3,6.75,3.56,1.96,0.98,4.355,4.399,105.81,-0.18,3.762,3.798,91.03,3.45
Phil Coke,NYA/LAN/LAD,2015,2010,6,494.4,7.03,2.79,2.68,0.66,3.551,3.578,90.91,4.79,3.843,3.874,98.39,2.96
Phil Hughes,Sea/Tor/Mil/NYA/Cle/ANA/LAA,2018,2005,13,2055.7,7.60,2.20,4.46,1.25,4.113,4.138,101.11,16.98,4.046,4.071,99.62,18.80
Phil Klein,Ari,2017,2016,2,235.0,10.15,3.37,3.08,0.84,3.345,3.301,86.84,3.78,3.636,3.588,94.29,2.87
Phil Maton,NYN/Mil,2020,2015,4,105.9,11.38,2.63,6.70,1.70,4.010,4.033,104.74,0.03,3.737,3.764,97.72,0.41
Phil Seibel,Flo,2007,2005,2,227.4,6.57,3.64,1.80,1.74,5.632,5.613,121.66,-1.98,4.910,4.894,106.07,-0.17
Phil Stockman,KC/AZD/Sea,2009,2005,4,171.3,9.04,5.57,1.64,0.68,4.186,4.155,94.73,0.90,4.044,4.016,91.31,1.22
Philip Humber,ChN/CHC,2012,2008,2,89.3,8.16,2.32,4.18,2.62,6.106,6.066,140.01,-1.56,5.941,5.901,136.66,-1.42
Phillippe Aumont,Hou/Was,2017,2012,3,61.7,8.47,7.30,1.31,0.88,5.108,5.151,129.71,-0.73,6.568,6.635,167.81,-1.81
Pierce Johnson,Hou,2020,2015,4,29.1,8.38,4.03,3.92,1.86,5.339,5.430,147.54,-0.32,6.197,6.303,173.18,-0.38
R.A. Dickey,Bos/SF/NYA/Tor/Was,2018,2011,8,1501.2,6.16,2.55,2.57,1.05,4.211,4.214,109.99,7.12,4.004,4.006,104.46,11.31
R.J. Swindle,Oak/WAS,2011,2009,2,193.7,8.27,2.83,2.92,0.65,3.288,3.288,80.52,2.44,3.116,3.116,75.18,2.95
Radhames Liz,Was,2016,2015,2,204.3,7.31,2.95,2.59,0.66,3.495,3.495,94.95,2.02,4.934,4.934,134.23,-1.81
Rafael Betancourt,WAS/Atl/TOR,2014,2005,10,781.9,9.18,2.57,4.21,1.13,3.728,3.743,88.16,6.94,3.902,3.918,92.30,5.33
Rafael de Paula,Pit,2018,2017,2,99.3,10.51,4.17,2.54,1.00,3.727,3.765,98.18,0.38,3.620,3.657,95.47,0.54
Rafael Dolis,ChN,2020,2015,2,33.4,7.56,2.70,2.80,1.08,3.961,3.935,101.69,0.06,2.160,2.146,55.45,0.85
Rafael Martin,Min/Tam,2017,2015,3,133.6,10.57,3.16,3.56,1.28,3.771,3.767,100.80,0.31,3.972,3.967,106.83,-0.07
Rafael Montero,NYA/ChN,2020,2014,5,515.3,8.17,3.58,2.54,1.26,4.408,4.366,114.80,0.00,4.769,4.723,124.14,-2.22
Rafael Perez,LAN/LAA/MIL,2015,2005,10,669.2,7.23,2.90,3.03,1.13,4.259,4.265,103.75,1.13,4.141,4.150,101.67,1.93
Rafael Soriano,SF/NYN/Tor/ChN/COL/PIT/MIL/CHC/FLA/Tam,2016,2005,12,837.5,8.96,3.11,3.08,1.06,3.849,3.854,93.67,5.01,3.847,3.855,93.41,5.14
Raisel Iglesias,ChA,2020,2015,6,415.0,8.50,2.58,3.65,1.21,3.918,3.867,102.83,1.98,3.862,3.811,101.24,2.35
Ramon A. Ramirez,FLA/SEA,2010,2009,2,164.6,6.61,4.81,1.35,1.20,5.123,5.131,119.79,-1.22,3.829,3.838,89.54,1.35
Ramon Ortiz,Tam/ARI/BAL,2012,2006,3,452.0,5.38,2.39,2.24,1.21,4.577,4.534,106.16,1.71,4.756,4.708,110.17,0.84
Ramon Ramirez,NYN/Tor/SD/STL/MIL,2013,2008,6,407.7,7.97,3.49,2.38,0.80,3.809,3.848,92.51,2.64,3.422,3.450,82.43,4.72
Ramon Troncoso,HOU,2012,2010,3,262.0,5.63,3.09,1.83,0.65,3.961,4.028,99.00,0.81,3.948,4.015,99.13,0.81
Randall Delgado,Bos,2020,2012,7,492.3,8.28,3.64,2.32,1.12,4.215,4.160,106.86,-0.34,3.930,3.879,99.86,1.35
Randy Choate,ChN/NYN/Oak/MIL/TOR/Tam,2015,2005,9,386.3,7.34,3.38,2.24,1.00,4.220,4.224,102.14,0.61,3.913,3.923,94.02,2.20
Randy Dobnak,Tor,2020,2015,2,35.4,6.62,1.53,4.33,1.02,3.690,3.728,96.35,0.40,3.060,3.091,79.88,0.70
Randy Flores,PHI/Flo/FLA,2008,2005,4,216.8,6.85,4.61,1.58,0.91,4.665,4.654,103.67,0.12,4.070,4.061,90.92,1.61
Randy Johnson,BAL/SF/ARI/CIN/Bos/FLA/Tor,2010,2005,6,981.1,9.05,2.55,3.76,1.07,3.707,3.690,82.98,17.58,3.863,3.847,86.62,15.47
Randy Wells,Oak/NYN/STL,2012,2009,4,603.3,5.39,2.66,2.06,1.10,4.521,4.546,109.94,2.48,4.161,4.183,101.10,5.12
Randy Wolf,Tex/NYN/COL/Sea/HOU,2012,2005,8,1165.7,6.82,3.27,2.11,1.18,4.562,4.496,105.44,6.98,4.548,4.495,104.70,7.85
Raul Alcantara,Was,2018,2018,1,163.7,5.44,2.86,1.90,1.49,5.035,5.035,132.39,-0.89,5.390,5.390,141.73,-1.53
Ray Black,Tam,2020,2015,3,59.0,12.51,5.03,3.74,0.76,3.202,3.257,83.98,0.64,3.352,3.409,87.94,0.51
Ray King,PHI/LA,2008,2005,4,198.1,3.68,4.27,0.86,0.86,5.185,5.198,115.08,-1.04,4.043,4.052,89.97,1.61
Raynel Espinal,Tam/KC,2019,2019,1,163.7,9.68,3.30,2.92,1.76,4.712,4.757,122.54,-0.21,3.851,3.884,100.05,1.53
Renyel Pinto,FLA/Pit/Flo,2011,2005,6,375.7,8.91,6.42,1.43,0.84,4.699,4.716,105.78,-0.18,4.840,4.858,109.79,-0.89
Rex Brothers,Cin/SD,2020,2012,6,241.1,10.12,4.41,2.51,0.60,3.297,3.353,86.53,2.28,2.653,2.691,69.41,4.41
Reyes Moronta,Phi,2020,2015,3,103.7,13.02,4.51,2.92,0.95,3.194,3.194,82.38,1.20,3.991,3.991,102.99,0.14
Rheal Cormier,MIN/StL,2007,2005,3,182.3,4.15,3.55,1.21,0.44,4.197,4.209,93.51,1.07,2.812,2.823,62.38,4.10
Ricardo Rincon,BOS,2006,2006,1,39.3,5.03,6.18,0.82,0.23,4.462,4.403,101.71,0.07,2.970,2.931,67.71,0.76
Ricardo Rodriguez,CHC,2006,2006,1,30.0,3.00,3.90,0.77,2.70,7.724,7.672,177.24,-0.75,8.400,8.344,192.75,-0.92
Rich Harden,Bos/Tex,2013,2005,9,1604.6,9.53,3.38,2.84,1.01,3.754,3.686,86.31,27.26,3.619,3.553,83.64,30.51
Rich Hill,Min/Tam/Atl/Mia/Cle/Tex/TBR/CHC/ChN,2020,2005,13,1305.6,10.43,3.36,3.19,1.21,3.811,3.805,92.00,16.98,3.633,3.626,86.82,20.72
Rich Rundles,PHI,2009,2009,1,52.3,7.91,4.82,1.64,1.20,4.911,4.911,113.76,-0.24,6.020,6.020,139.45,-0.92
Rich Thompson,Mil,2012,2011,2,142.7,9.27,3.28,2.84,1.77,4.864,4.816,120.39,-1.04,4.919,4.870,121.52,-1.14
Richard Bleier,LAA,2020,2015,4,183.6,4.21,1.27,3.35,0.64,3.595,3.656,95.13,0.96,4.265,4.337,112.96,-0.57
Richard Lovelady,Mil,2020,2015,3,72.3,7.84,2.86,2.97,0.87,3.670,3.634,93.79,0.42,3.613,3.577,92.28,0.47
Richard Rodriguez,ChA/Ari,2020,2015,3,97.9,8.08,2.57,3.15,1.38,4.259,4.203,108.36,-0.13,4.221,4.166,107.43,-0.10
Rick Helling,FLA,2006,2006,1,22.7,5.16,5.56,0.93,1.99,6.764,6.742,155.74,-0.56,5.960,5.940,137.23,-0.36
Rick Porcello,Ari/Hou/Col/Was/Mil/Tam/Bal/Cin/Tex,2020,2010,11,1730.4,6.55,1.91,3.81,1.07,3.943,3.912,100.76,15.33,3.652,3.627,93.10,22.69
Rick van den Hurk,MIL/AZD,2010,2008,2,123.6,7.64,4.15,1.87,1.75,5.456,5.397,125.29,-0.35,6.623,6.551,151.76,-1.73
Ricky Bottalico,NYM,2006,2006,1,80.3,6.95,5.38,1.29,1.91,6.191,6.296,145.43,-1.64,6.720,6.834,157.87,-2.13
Ricky Nolasco,Min/Hou/Tam/Oak/TB/BOS/PHI/Mil,2018,2005,14,1874.7,6.86,1.99,3.72,1.30,4.260,4.260,105.82,9.53,4.426,4.425,109.61,6.16
Ricky Orta,ChA,2012,2012,1,2.0,4.50,0.00,99.00,0.00,2.321,2.291,56.39,0.05,4.500,4.441,109.32,0.00
Ricky Romero,Oak,2013,2011,3,414.0,7.13,3.43,2.07,0.74,3.878,3.878,97.17,4.45,3.565,3.565,89.39,6.12
Rob Tejeda,SEA/Was,2011,2005,4,354.7,6.04,4.67,1.33,1.32,5.397,5.419,123.51,-1.43,5.789,5.813,132.14,-2.79
Rob Zastryzny,ChN,2018,2018,1,20.7,6.53,3.05,2.14,1.31,4.598,4.568,120.11,-0.15,4.790,4.758,125.11,-0.19
Robbie Erlin,Tam,2020,2015,3,163.7,7.15,1.70,4.42,1.65,4.571,4.648,119.85,-1.12,4.067,4.136,106.64,-0.08
Robbie Ray,Tex,2020,2015,6,819.3,11.00,3.36,3.36,1.11,3.487,3.419,90.45,11.91,3.835,3.760,99.14,8.17
Robbie Ross,Was/Tex,2017,2013,5,236.7,6.96,3.19,2.28,0.99,4.158,4.089,107.08,-0.18,3.499,3.440,90.08,1.83
Robby Scott,Min,2017,2017,1,61.7,7.88,3.50,2.25,1.02,4.179,4.165,107.77,-0.07,5.550,5.532,143.14,-1.13
Robert Gsellman,Mia/Mil,2018,2017,2,278.4,7.15,3.14,2.31,0.94,4.006,3.983,104.09,2.07,4.075,4.051,105.78,1.90
Robert Manuel,SD,2011,2011,1,97.7,6.91,1.84,3.75,0.83,3.440,3.510,90.37,0.73,3.040,3.102,79.87,1.25
Robert Stephenson,NYN,2020,2015,3,167.7,9.93,5.53,1.86,1.29,4.713,4.793,123.51,-0.48,4.992,5.077,130.84,-1.04
Roberto Hernandez,LAA/ChA/BAL/Sea/WAS,2014,2005,9,1285.3,5.86,3.00,2.04,0.97,4.391,4.391,105.82,6.32,4.069,4.071,98.20,11.43
Roberto Novoa,Phi/WAS,2007,2005,3,216.7,5.44,3.99,1.38,1.58,5.706,5.706,125.80,-2.36,4.531,4.531,100.75,0.49
Roberto Osuna,SF,2020,2015,6,324.1,10.69,2.11,7.52,0.83,2.731,2.796,73.78,5.17,3.222,3.299,87.21,3.02
Rodrigo Lopez,MIL/CLV/STL,2010,2006,2,94.4,5.34,3.34,1.60,1.15,4.796,4.776,111.48,-0.12,5.825,5.815,135.46,-0.96
Roenis Elias,Bos,2020,2015,3,152.3,6.62,3.49,2.16,1.18,4.606,4.545,118.70,-0.37,4.964,4.898,127.97,-1.06
Roger Clemens,CLV/SDP/FLA/NYY/TOR/Hou,2008,2005,4,723.7,7.59,2.69,2.83,0.83,3.747,3.793,84.22,12.64,3.497,3.538,78.81,15.19
Roman Colon,MIL,2006,2006,1,29.3,7.98,4.60,1.73,1.53,5.168,5.117,118.20,-0.20,8.590,8.505,196.47,-1.28
Ron Flores,PHI/TOR/Flo,2008,2005,3,28.0,5.78,2.24,22.60,2.25,6.102,6.101,136.37,-0.45,7.383,7.380,162.94,-0.75
Ron Mahay,COL,2011,2009,2,50.7,8.35,4.80,1.76,0.71,4.072,3.854,92.07,0.37,4.262,4.034,96.04,0.26
Ron Villone,KCR/KC/Hou,2008,2005,4,294.6,6.69,5.35,1.27,1.13,5.248,5.292,117.36,-1.92,4.858,4.901,108.45,-0.57
Ronald Belisario,LAA/CLE,2014,2010,5,339.7,6.97,3.47,2.09,1.01,4.286,4.353,109.48,-0.70,3.999,4.062,102.75,0.49
Ross Detwiler,Min,2015,2008,5,600.0,5.34,3.36,1.63,0.75,4.250,4.236,108.22,1.84,4.756,4.741,120.60,-1.37
Ross Ohlendorf,Ari/StL,2016,2009,5,533.9,6.47,2.78,3.97,1.16,4.385,4.402,109.90,-0.04,4.887,4.904,122.12,-3.14
Ross Stripling,NYA,2020,2015,5,569.1,7.99,2.75,3.03,1.46,4.446,4.402,114.32,1.60,4.364,4.321,112.16,2.27
Rowan Wick,Phi,2020,2015,2,41.4,6.97,6.10,1.14,0.44,4.294,4.294,110.98,-0.11,2.180,2.180,56.33,1.04
Roy Corcoran,KC,2010,2009,2,167.3,5.32,5.76,0.91,0.48,4.709,4.694,109.36,-0.37,4.247,4.233,98.79,0.58
Roy Halladay,Ari/Tex/Cin/Cle/Hou/Col/BAL/ChN/CHC,2014,2005,10,2210.7,6.92,1.39,5.09,0.92,3.536,3.515,82.72,40.90,3.261,3.241,76.60,49.27
Roy Oswalt,Pit/NYN/Atl/CHN/TB/LAD/HOU,2013,2005,9,1916.3,6.86,1.97,3.56,0.65,3.354,3.395,79.04,39.13,3.277,3.317,77.06,41.42
Royce Ring,Col/CIN/Atl,2012,2005,5,347.4,6.97,4.79,1.46,0.83,4.595,4.526,103.31,0.99,4.480,4.411,101.04,1.44
Rubby de la Rosa,Tam/Atl,2020,2012,6,537.7,9.12,3.82,2.59,1.04,3.976,3.993,101.92,3.42,3.800,3.816,97.42,4.66
Ruddy Lugo,HOU,2008,2008,1,66.7,5.81,3.78,1.54,0.81,4.531,4.608,103.76,0.04,4.590,4.668,105.12,-0.01
Rudy Owens,Bal,2016,2016,1,91.0,5.14,2.67,1.93,1.09,4.487,4.457,123.05,-0.75,3.860,3.834,105.86,-0.01
Rudy Seanez,KCR/KC,2008,2005,4,274.6,9.67,3.83,2.68,1.38,4.445,4.430,97.92,0.97,5.306,5.288,116.97,-1.73
Runelvys Hernandez,HOU,2006,2006,1,173.7,6.17,3.01,2.05,1.61,5.143,5.230,120.81,-0.15,4.460,4.536,104.78,1.18
Russ Ortiz,BOS,2008,2008,1,1.3,0.00,0.00,0.00,0.00,3.391,3.346,75.36,0.02,6.750,6.661,150.02,-0.03
Russ Springer,Bos/Flo/CHN/BAL/Oak,2011,2005,6,362.7,7.97,3.75,2.31,1.02,4.271,4.260,96.44,1.58,3.920,3.908,89.31,3.03
Ryan Brasier,Was,2020,2015,3,139.3,7.94,3.10,2.72,1.55,4.715,4.715,121.60,-1.11,4.907,4.907,126.51,-1.41
Ryan Buchter,Bal/Phi/KC,2019,2016,4,202.0,9.49,5.57,1.85,0.94,4.312,4.305,112.68,-0.70,4.278,4.272,111.94,-0.60
Ryan Cook,Tor/Bos,2015,2013,3,214.3,8.57,4.03,2.13,0.76,3.735,3.713,97.06,0.89,4.788,4.744,123.80,-1.86
Ryan Dempster,StL/LAN/Bal/MIL/TBR/FLA,2014,2006,8,1301.8,7.46,3.40,2.25,0.89,4.023,4.036,98.16,11.93,3.878,3.891,94.42,14.35
Ryan Drese,COL,2006,2006,1,189.0,3.81,2.67,1.43,0.62,4.127,3.906,90.22,2.70,4.240,4.013,92.69,2.45
Ryan Dull,Ari,2019,2017,3,251.3,8.63,2.18,4.16,1.40,4.049,3.995,103.91,0.22,3.798,3.748,97.52,1.03
Ryan Eades,ChN,2019,2019,1,172.7,5.94,4.07,1.46,1.41,5.289,5.254,135.34,-1.22,5.320,5.285,136.13,-1.28
Ryan Franklin,Bos/TB/SFG/SF,2011,2005,7,436.6,5.67,3.11,1.92,1.09,4.616,4.672,109.88,-1.08,4.434,4.487,105.25,-0.01
Ryan Helsley,ChA,2020,2015,2,6.0,9.00,0.00,99.00,0.00,1.181,1.165,30.14,0.23,3.000,2.961,76.51,0.09
Ryan Houston,MIL,2008,2008,1,5.3,5.06,5.06,1.00,0.00,3.953,3.914,88.14,0.05,6.750,6.683,150.51,-0.12
Ryan Madson,Tor/Ari/NYN/Col/Tam/TB/SDP/SD,2019,2005,15,1398.6,7.74,2.50,3.99,1.00,3.830,3.841,90.79,13.73,4.234,4.258,99.62,7.80
Ryan Mattheus,Phi/ChA,2016,2012,5,268.7,6.33,2.71,2.38,0.74,3.764,3.764,99.30,0.83,3.517,3.517,93.08,1.71
Ryan Merritt,Phi,2019,2018,2,261.0,6.24,2.41,2.59,0.90,3.894,3.894,101.43,2.26,4.790,4.790,124.71,-0.57
Ryan Perry,Atl,2013,2011,3,261.0,6.24,3.28,1.90,0.62,3.801,3.813,96.95,2.28,4.553,4.568,116.17,-0.09
Ryan Pressly,ChA/StL,2020,2015,4,169.6,8.86,2.39,3.96,1.32,3.923,3.905,101.49,0.42,3.445,3.427,89.03,1.43
Ryan Rowland-Smith,Pit/ANA,2013,2009,5,217.6,5.87,3.43,1.80,1.45,5.154,5.214,126.01,-2.21,5.914,5.986,144.39,-4.03
Ryan Sherriff,Mil,2018,2018,1,10.7,5.06,1.69,3.00,1.69,5.022,4.972,130.74,-0.13,6.750,6.683,175.73,-0.36
Ryan Speier,Ari/Pit,2008,2005,3,69.6,5.81,4.01,1.62,1.29,5.287,5.298,117.04,-0.44,6.206,6.214,137.79,-1.11
Ryan Tepera,Ari,2019,2018,2,120.0,9.07,3.52,2.62,0.83,3.525,3.479,90.76,0.87,4.728,4.666,121.86,-0.95
Ryan Vogelsong,Mil/Sea/Phi/ChN/ChA,2015,2011,5,433.6,7.28,2.99,5.21,1.06,4.134,4.130,105.77,2.89,4.609,4.608,118.43,0.80
Ryan Webb,Min/StL,2013,2012,2,179.3,6.02,2.16,2.89,1.10,4.210,4.216,105.96,-0.07,4.617,4.623,116.16,-0.98
Ryan Weber,ChN,2020,2015,2,74.6,7.47,3.38,2.21,0.48,3.342,3.319,85.80,1.24,5.300,5.265,136.05,-0.54
Ryan Yarbrough,Mia/Mil/ChN,2020,2015,3,208.6,8.06,2.20,3.77,0.99,3.573,3.548,91.55,2.62,3.366,3.343,86.24,3.24
Ryne Stanek,Sea/Bal,2020,2015,4,245.3,10.38,3.89,2.68,1.47,4.332,4.366,112.61,0.29,4.439,4.475,115.42,-0.04
Salomon Torres,COL/STL/Tor,2009,2005,5,407.4,5.50,3.36,1.64,0.86,4.464,4.401,98.77,1.29,3.824,3.782,84.87,4.29
Sam Dyson,ChA,2017,2015,3,248.0,7.19,2.61,2.77,0.54,3.271,3.228,86.56,2.34,2.867,2.829,75.36,3.72
Sam Freeman,Oak,2015,2015,1,76.3,7.43,4.60,1.62,0.71,4.119,4.119,108.84,-0.13,4.830,4.830,127.63,-0.82
Sam LeCure,Atl/Cle,2016,2012,5,338.7,7.26,2.79,2.73,0.90,3.825,3.855,100.91,0.89,3.323,3.348,87.58,3.30
Sam Selman,LAN,2020,2015,2,41.4,13.07,2.18,6.00,0.44,1.633,1.655,42.78,1.33,1.740,1.764,45.57,1.27
Sam Tuivailala,SF/Mil,2020,2015,4,140.4,10.45,3.72,2.98,1.35,4.038,4.093,107.44,-0.13,3.847,3.906,102.23,0.25
Sammy Solis,NYA,2018,2015,4,481.6,7.03,3.12,2.40,0.80,3.836,3.798,101.82,3.13,3.851,3.813,102.68,3.31
Samuel Deduno,NYN,2012,2012,1,22.3,6.05,7.25,0.83,1.21,6.142,6.246,153.76,-0.53,2.010,2.044,50.32,0.64
Samuel Gervacio,SF,2012,2011,2,45.0,7.20,5.40,1.62,0.80,4.613,4.723,117.92,-0.29,7.200,7.372,183.55,-1.68
Santiago Casilla,StL/Tam/Was/Phi/PIT,2017,2006,11,807.4,8.09,3.53,2.34,0.87,3.874,3.902,97.38,3.26,3.991,4.019,100.04,2.18
Saul Rivera,KC/HOU,2010,2008,3,244.4,5.41,4.68,1.17,0.48,4.354,4.359,100.80,0.53,3.245,3.250,75.13,3.79
Scot Shields,ATL/CLV/Tam/TB/ANA,2010,2005,6,475.7,8.74,3.50,2.58,0.83,3.736,3.775,85.59,4.83,3.710,3.750,84.76,5.04
Scott Alexander,Mia,2020,2015,4,231.2,6.54,2.72,2.70,0.58,3.477,3.466,90.10,1.76,2.490,2.482,64.55,4.76
Scott Atchison,Oak/WAS,2015,2008,6,531.7,6.13,2.22,3.27,0.73,3.678,3.678,92.07,3.52,3.387,3.387,84.31,5.59
Scott Baker,Col/Oak/CLE/CLV/CWS/ChA/TOR,2013,2005,9,1646.2,6.96,2.38,3.11,1.21,4.280,4.235,99.07,16.11,4.284,4.245,98.66,16.69
Scott Barlow,StL,2020,2015,2,42.0,9.43,4.71,2.00,2.14,5.752,5.791,149.67,-0.90,5.570,5.608,144.91,-0.81
Scott Cassidy,Bos/Flo,2007,2005,2,165.4,9.04,4.68,2.37,1.20,4.643,4.618,100.09,0.43,3.485,3.466,75.12,2.63
Scott Diamond,Atl,2013,2013,1,46.7,4.82,3.47,1.39,0.39,3.823,3.836,98.10,0.17,5.010,5.027,128.56,-0.52
Scott Downs,KC/SF/SEA/TBR/Tam/TB,2015,2005,11,908.1,6.92,3.03,2.29,0.81,3.930,3.987,94.07,6.30,3.965,4.022,95.56,5.74
Scott Dunn,CIN,2006,2006,1,118.3,8.52,6.47,1.32,0.84,4.661,4.646,107.32,-0.14,4.720,4.705,108.68,-0.22
Scott Elarton,ATL/StL,2007,2005,3,485.7,5.49,3.80,1.45,1.87,6.070,6.107,134.05,-3.47,5.761,5.795,127.59,-2.12
Scott Elbert,Was/NYN/OAK/SEA/AZD,2014,2008,6,442.6,8.32,5.39,1.59,0.96,4.595,4.601,109.94,1.12,4.554,4.560,109.47,1.41
Scott Eyre,CHN/ARI/FLA/ANA/Flo,2010,2005,6,282.9,9.99,3.94,2.54,1.05,3.942,3.934,87.75,2.56,4.133,4.124,91.85,1.98
Scott Feldman,Hou/Det/Mil/Phi/TOR,2017,2009,9,1147.9,5.49,2.81,2.07,0.96,4.319,4.312,110.04,5.31,4.453,4.449,114.09,4.08
Scott Kazmir,StL/Was/NYN/NYM,2018,2005,12,1918.7,9.16,3.58,2.82,0.80,3.593,3.634,88.13,30.11,3.959,4.005,96.98,21.87
Scott Lewis,COL/MIN,2010,2009,2,106.3,5.76,3.38,1.95,0.93,4.513,4.486,103.99,0.07,5.477,5.401,125.43,-0.71
Scott Linebrink,Mia/Tex/StL/SF/TOR,2012,2005,8,433.4,8.43,3.01,2.97,1.37,4.380,4.410,103.57,0.44,4.589,4.621,108.48,-0.60
Scott Mathieson,Flo,2011,2011,1,25.3,11.01,4.26,2.58,1.07,3.676,3.664,94.35,0.14,6.040,6.020,155.01,-0.60
Scott Oberg,Tor/Mia/Min/NYN,2020,2015,5,227.3,7.68,2.49,3.20,0.55,3.127,3.134,81.37,2.74,2.299,2.302,59.81,5.25
Scott Olsen,WAS/Tor,2011,2005,5,471.0,7.97,4.28,1.96,1.74,5.521,5.550,124.31,-1.49,6.208,6.240,139.82,-4.84
Scott Patterson,TOR,2008,2008,1,6.7,8.10,8.10,1.00,1.35,6.241,6.304,141.96,-0.13,14.850,15.000,337.81,-0.72
Scott Proctor,Bos,2007,2005,2,190.0,8.91,2.65,3.36,0.76,3.362,3.318,71.91,3.32,3.980,3.928,85.13,1.96
Scott Sauerbeck,BAL,2006,2006,1,58.0,6.67,4.03,1.65,1.55,5.294,5.259,121.48,-0.49,4.190,4.162,96.15,0.26
Scott Schoeneweis,PHI/Mil,2010,2005,5,262.0,5.46,4.57,1.25,0.62,4.496,4.471,100.95,0.53,4.019,3.995,90.14,2.01
Scott Strickland,Tor,2007,2005,2,123.4,8.32,3.65,2.28,1.02,4.205,4.248,92.06,0.82,4.380,4.424,95.89,0.57
